2021,"Comprehensive annotations of the mutational spectra of SARS-CoV-2 spike protein: a fast and accurate pipeline","Rahman M.S., Islam M.R., Hoque M.N., Alam A.S.M.R.U., Akther M., Puspo J.A., Akter S., Anwar A., Sultana M., Hossain M.A.",18651674,"Transboundary and Emerging Diseases",68, 3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,12,22,3,25
2021,"Crosslingual topic modeling with wikiPDA","Piccardi T., West R.",,"The Web Conference 2021 - Proceedings of the World Wide Web Conference, WWW 2021",, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,4,2,6
2021,"ComQA: Compositional question answering via hierarchical graph neural networks","Wang B., Yao T., Chen W., Xu J., Wang X.",,"The Web Conference 2021 - Proceedings of the World Wide Web Conference, WWW 2021",, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,3
2021,"Mitigating gender bias in captioning systems","Tang R., Du M., Li Y., Liu Z., Zou N., Hu X.",,"The Web Conference 2021 - Proceedings of the World Wide Web Conference, WWW 2021",, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,10,12,4,16
2021,"Learning intents behind interactions with knowledge graph for recommendation","Wang X., Huang T., Wang D., Yuan Y., Liu Z., He X., Chua T.-S.",,"The Web Conference 2021 - Proceedings of the World Wide Web Conference, WWW 2021",, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,58,65,96,161
2021,"Match plan generation in web search with parameterized action reinforcement learning","Luo Z., Zhao L., Cheng W., Chen S., Chen Q., Xue H., Wang H., Liu C., Yang M., Zhang L.",,"The Web Conference 2021 - Proceedings of the World Wide Web Conference, WWW 2021",, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2
2021,"PFA: Privacy-preserving federated adaptation for effective model personalization","Liu B., Guo Y., Chen X.",,"The Web Conference 2021 - Proceedings of the World Wide Web Conference, WWW 2021",, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,9,21,30
2021,"DeepFEC: Energy consumption prediction under real-world driving conditions for smart cities","Elmi S., Tan K.-L.",,"The Web Conference 2021 - Proceedings of the World Wide Web Conference, WWW 2021",, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,6,9
2021,"Self-supervised multi-channel hypergraph convolutional network for social recommendation","Yu J., Yin H., Li J., Wang Q., Hung N.Q.V., Zhang X.",,"The Web Conference 2021 - Proceedings of the World Wide Web Conference, WWW 2021",, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,50,57,103,160
2021,"Extract the knowledge of graph neural networks and go beyond it: An effective knowledge distillation framework","Yang C., Liu J., Shi C.",,"The Web Conference 2021 - Proceedings of the World Wide Web Conference, WWW 2021",, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,19,18,37
2021,"On the equivalence of decoupled graph convolution network and label propagation","Dong H., Chen J., Feng F., He X., Bi S., DIng Z., Cui P.",,"The Web Conference 2021 - Proceedings of the World Wide Web Conference, WWW 2021",, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,15,18,6,24
2021,"Analysis and Visualisation of Time Series Data on Networks with Pathpy","Hackl J., Scholtes I., Petrovic L.V., Perri V., Verginer L., Gote C.",,"The Web Conference 2021 - Companion of the World Wide Web Conference, WWW 2021",, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,3
2021,"Learning fair representations for recommendation: A graph-based perspective","Wu L., Chen L., Shao P., Hong R., Wang X., Wang M.",,"The Web Conference 2021 - Proceedings of the World Wide Web Conference, WWW 2021",, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,26,27,24,51
2021,"DISCOS: Bridging the gap between discourse knowledge and commonsense knowledge","Fang T., Zhang H., Wang W., Song Y., He B.",,"The Web Conference 2021 - Proceedings of the World Wide Web Conference, WWW 2021",, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,9,9,18
2021,"Curriculum cycleGAN for textual sentiment domain adaptation with multiple sources","Zhao S., Xiao Y., Guo J., Yue X., Yang J., Krishna R., Xu P., Keutzer K.",,"The Web Conference 2021 - Proceedings of the World Wide Web Conference, WWW 2021",, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3,4,7
2021,"ECLARE: Extreme classification with label graph correlations","Mittal A., Sachdeva N., Agrawal S., Agarwal S., Kar P., Varma M.",,"The Web Conference 2021 - Proceedings of the World Wide Web Conference, WWW 2021",, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,13,17,11,28
2021,"How to design a library OS for practical containers?","Tazaki H., Moroo A., Kuga Y., Nakamura R.",,"VEE 2021 - Proceedings of the 17th ACM SIGPLAN/SIGOPS International Conference on Virtual Execution Environments",, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,4,6
2021,"BTMMU: An efficient and versatile cross-ISA memory virtualization","Huang K., Zhang F., Li C., Niu G., Wu J., Liu T.",,"VEE 2021 - Proceedings of the 17th ACM SIGPLAN/SIGOPS International Conference on Virtual Execution Environments",, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
2021,"Using R for Biostatistics","MacFarland T.W., Yates J.M.",,"Using R for Biostatistics",, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
2021,"The virtual online supermarket: An open-source research platform for experimental consumer research","Engelbrecht N., Lembcke T.-B., Brendel A.B., Bizer K., Kolbe L.M.",20711050,"Sustainability (Switzerland)",13, 8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1
2021,"Open-source carbon footprint estimator: Development and university declination","Auger C., Hilloulin B., Boisserie B., Thomas M., Guignard Q., Roziere E.",20711050,"Sustainability (Switzerland)",13, 8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,8,2,10
2021,"An empirical example of analysis using a two-stage modeling approach: Within-subject association of outdoor context and physical activity predicts future daily physical activity levels","Yang C.-H., Maher J.P., Ponnada A., Dzubur E., Nordgren R., Intille S., Hedeker D., Dunton G.F.",18696716,"Translational Behavioral Medicine",11, 4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,1,5
2021,"nLossFinder-a graphical user interface program for the nontargeted detection of DNA adducts","Sousa P.F.M., Martella G., Aberg K.M., Esfahani B., Motwani H.V.",23056304,"Toxics",9, 4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,8
2021,"A comparative study of breaking wave loads on cylindrical and conical substructures","Chatzimarkou E., Michailides C.",20734441,"Water (Switzerland)",13, 7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,2
2021,"A LoRa sensor network for monitoring pastured livestock location and activity","Dos Reis B.R., Easton Z., White R.R., Fuka D.",25732102,"Translational Animal Science",5, 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,12,7,19
2021,"UEMtomaton: A Source-Available Platform to Aid in Start-up of Ultrafast Electron Microscopy Labs","Du D.X., Reisbick S.A., Flannigan D.J.",03043991,"Ultramicroscopy",223, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3,1,4
2021,"Open-source simulation of the long-term diffusion of alternative passenger cars on the basis of investment decisions of private persons","Senkpiel C., Berneiser J., Baumann D.",13619209,"Transportation Research Part D: Transport and Environment",93, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2
2021,"Plasmon energy losses in shear bands of metallic glass","Grove M., Peterlechner M., Rosner H., Imlau R., Zaccone A., Wilde G.",03043991,"Ultramicroscopy",223, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,3
2021,"Exploring in vitro to in vivo extrapolation for exposure and health impacts of e-cigarette flavor mixtures","Chang X., Abedini J., Bell S., Lee K.M.",08872333,"Toxicology in Vitro",72, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,4,6
2021,"Forecasting bus ridership using a “Blended Approach”","Lawson C.T., Muro A., Krans E.",00494488,"Transportation",48, 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,4,0,4
2021,"Arduino III: Internet of Things","Thornton M.A.",19323166,"Synthesis Lectures on Digital Circuits and Systems",16, 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,"A Modular Car Body for Sustainable, Cost-Effective, and Versatile Vehicle Development","Hartmann C., Welm M., Schreyer S., Hartmann C., Volk W.",22277080,"Technologies",9, 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1,3
2021,"Identifying high-level concept clones in software programs using method’s descriptive documentation","Gupta A., Goyal R.",20738994,"Symmetry",13, 3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,"Microalgae as future superfoods: Fostering adoption through practice-based design research","Vrenna M., Peruccio P.P., Liu X., Zhong F., Sun Y.",20711050,"Sustainability (Switzerland)",13, 5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,10,5,15
2021,"The flood probability interpolation tool (Flopit): A simple tool to improve spatial flood probability quantification and communication","Zarekarizi M., Roop-Eckart K.J., Sharma S., Keller K.",20734441,"Water (Switzerland)",13, 5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2
2021,"NetV.js: A web-based library for high-efficiency visualization of large-scale graphs and networks","Han D., Pan J., Zhao X., Chen W.",25432656,"Visual Informatics",5, 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,11,15,6,21
2021,"Wind resource and wind power generation assessment for education in engineering","Artigao E., Vigueras-Rodriguez A., Honrubia-Escribano A., Martin-Martinez S., Gomez-Lazaro E.",20711050,"Sustainability (Switzerland)",13, 5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,5,3,8
2021,"A revised formulation of the generalized subsystem vibrational analysis (GSVA)","Tao Y., Zou W., Nanayakkara S., Freindorf M., Kraka E.",1432881X,"Theoretical Chemistry Accounts",140, 3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,1,4
2021,"Charting the low-loss region in electron energy loss spectroscopy with machine learning","Roest L.I., van Heijst S.E., Maduro L., Rojo J., Conesa-Boj S.",03043991,"Ultramicroscopy",222, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,6,11
2021,"Interactive Text Graph Mining with a Prolog-Based Dialog Engine","Tarau P., Blanco E.",14710684,"Theory and Practice of Logic Programming",21, 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3,0,3
2021,"The MolSSI QCArchive project: An open-source platform to compute, organize, and share quantum chemistry data","Smith D.G.A., Altarawy D., Burns L.A., Welborn M., Naden L.N., Ward L., Ellis S., Pritchard B.P., Crawford T.D.",17590876,"Wiley Interdisciplinary Reviews: Computational Molecular Science",11, 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,14,14,30,13,43
2021,"Arpilleras Parlantes: Designing Educational Material for the Creation of Interactive Textile Art Based on a Traditional Chilean Craft.","Guridi S., Vicencio T., Gajardo R.",,"TEI 2021 - Proceedings of the 15th International Conference on Tangible, Embedded, and Embodied Interaction",, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2
2021,"Tangible Lighting Proxies: Brokering the Transition from Classroom to Stage","Nicholson R., Kirk D., Bartindale T.",,"TEI 2021 - Proceedings of the 15th International Conference on Tangible, Embedded, and Embodied Interaction",, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,2
2021,"Innovative multi-layered architecture for heterogeneous automation and monitoring systems: Application case of a photovoltaic smart microgrid","Gonzalez I., Calderon A.J., Portalo J.M.",20711050,"Sustainability (Switzerland)",13, 4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,30,48,17,65
2021,"Measuring walkability with GIS—methods overview and new approach proposal","Telega A., Telega I., Bieda A.",20711050,"Sustainability (Switzerland)",13, 4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,9,15,9,24
2021,"Kepler: A unified model for knowledge embedding and pre-trained language representation","Wang X., Gao T., Zhu Z., Zhang Z., Liu Z., Li J., Tang J.",2307387X,"Transactions of the Association for Computational Linguistics",9, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,91,114,109,223
2021,"Efficient content-based sparse attention with routing transformers","Roy A., Saffar M., Vaswani A., Grangier D.",2307387X,"Transactions of the Association for Computational Linguistics",9, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,85,108,64,172
2021,"Parameter space factorization for zero-shot learning across tasks and languages","Ponti E.M., Vulic I., Cotterell R., Parovic M., Reichart R., Korhonen A.",2307387X,"Transactions of the Association for Computational Linguistics",9, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,9,1,10
2021,"Assessment of the Competitive Positions of National Airlines of Ukraine","Pavlivna O.O., Yuriiovych L.N., Pavlivna N.O.",22178309,"TEM Journal",10, 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,"Modeling content and context with deep relational learning","Pacheco M.L., Goldwasser D.",2307387X,"Transactions of the Association for Computational Linguistics",9, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,11,4,15
2021,"Identification of genes that correlate clear cell renal cell carcinoma and obesity and exhibit potential prognostic value","Zhou J., Yang Z., Wu X., Zhang J., Zhai W., Chen Y.",22234683,"Translational Andrology and Urology",10, 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,3,6
2021,"Modeling Multiphase Flow Within and Around Deformable Porous Materials: A Darcy-Brinkman-Biot Approach","Carrillo F.J., Bourg I.C.",00431397,"Water Resources Research",57, 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,9,7,16
2021,"“Opinion Target: Opinion Word” Pairs Extraction Based on CRF","Yan Y., Zhou F., Ge Y., Liu C., Feng J.",20738994,"Symmetry",13, 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1
2021,"Viralrecall—a flexible command-line tool for the detection of giant virus signatures in ‘omic data","Aylward F.O., Moniruzzaman M.",19994915,"Viruses",13, 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,12,16,6,22
2021,"Data-driven analytics towards software sustainability: The case of open-source multimedia tools on cultural storytelling","Papamichail M.D., Symeonidis A.L.",20711050,"Sustainability (Switzerland)",13, 3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1
2021,"[Influence of inlet line shape on hydrodynamic performance of tidal energy diffuser, 入口段线型影响潮流能导流增效装置水动力性能的数值模拟研究]","Zheng M., Li Z., Du P., Hu H., Chen X., Huang X.",10002758,"Xibei Gongye Daxue Xuebao/Journal of Northwestern Polytechnical University",39, 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,2
2021,"A validated multi-agent simulation test bed to evaluate congestion pricing policies on population segments by time-of-day in New York City","He B.Y., Zhou J., Ma Z., Wang D., Sha D., Lee M., Chow J.Y.J., Ozbay K.",0967070X,"Transport Policy",101, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8,14,8,22
2021,"Perspectives of big experimental database and artificial intelligence in tunnel fire research","Zhang X., Wu X., Park Y., Zhang T., Huang X., Xiao F., Usmani A.",08867798,"Tunnelling and Underground Space Technology",108, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,16,20,12,32
2021,"Relationships between noise complaints and socio-economic factors in England","Tong H., Kang J.",22106707,"Sustainable Cities and Society",65, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,12,13,25
2021,"Topology optimization using the unsmooth variational topology optimization (UNVARTOP) method: an educational implementation in MATLAB","Yago D., Cante J., Lloberas-Valls O., Oliver J.",1615147X,"Structural and Multidisciplinary Optimization",63, 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,4,1,5
2021,"Learning patterns of tourist movement and photography from geotagged photos at archaeological heritage sites in Cuzco, Peru","Payntar N.D., Hsiao W.-L., Covey R.A., Grauman K.",02615177,"Tourism Management",82, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,19,25,16,41
2021,"Innovative business model for the management of airports in purpose to identify runway damage in time","Kovacic B., Doler D., Sever D.",20711050,"Sustainability (Switzerland)",13, 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,3,0,3
2021,"Integrated low-cost approach for measuring the state of conservation of agricultural terraces in tuscany, Italy","Cambi M., Giambastiani Y., Giannetti F., Nuti E., Dani A., Preti F.",20734441,"Water (Switzerland)",13, 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3,3,6
2021,"Systematic Cloud Migration: A Hands-On Guide to Architecture, Design, and Technical Implementation","Gleb T.",,"Systematic Cloud Migration: A Hands-On Guide to Architecture, Design, and Technical Implementation",, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,"The Definitive Guide to Modern Java Clients with JavaFX 17: Cross-Platform Mobile and Cloud Development, Second Edition","Chin S., Vos J., Weaver J., Anderson G., Anderson P., Borges B., Epple A., Gao W., Giles J., Pereda J., Reimers S., Ryzhikov E., Siqueira W.A.",,"The Definitive Guide to Modern Java Clients with JavaFX 17: Cross-Platform Mobile and Cloud Development, Second Edition",, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,"Visual Studio Code Distilled: Evolved Code Editing for Windows, macOS, and Linux, Second Edition","Del Sole A.",,"Visual Studio Code Distilled: Evolved Code Editing for Windows, macOS, and Linux, Second Edition",, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
2021,"The tale about a greedy mouse in the folklore of the Northern Khanty","Soldatova G.E.",23126337,"Yazyki i Fol'klor Korennykh Narodov Sibiri",2021, 42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,"ATLaS: Assistant Software for Life Scientists to Use in Calculations of Buffer Solutions","Comlekcioglu U., Comlekcioglu N.",18466168,"Tehnicki Glasnik",15, 4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,"Virus Host Cell Genetic Material Transport: Computational ODE/PDE Modeling with R","Schiesser W.E.",,"Virus Host Cell Genetic Material Transport: Computational ODE/PDE Modeling with R",, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,"METHODOLOGY OF FOOD DESIGN. PART 2. DIGITAL NUTRITIOLOGY IN PERSONAL FOOD","Prosekov A.Y., Vesnina A.D., Kozlova O.V.",2414438X,"Theory and Practice of Meat Processing",6, 4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,"Audio and Music Analysis on the Web using Essentia.js","Correya A., Marcos-Fernandez J., Joglar-Ongay L., Alonso-Jimenez P., Serra X., Bogdanov D.",25143298,"Transactions of the International Society for Music Information Retrieval",4, 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,3
2021,"Wireless Network Simulation: A Guide using Ad Hoc Networks and the ns-3 Simulator","Ceballos H.Z., Parra Amaris J.E., Jimenez H.J., Romero Rincon D.A., Rojas O.A., Ortiz Trivino J.E.",,"Wireless Network Simulation: a Guide using Ad Hoc Networks and the ns-3 Simulator",, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
2021,"Solving Chemical Equilibria in Titrimetry with the Inclusion of Ionic Strength Using OCTAVE and EXCEL","Baeza-Baeza J.J., Pini O., Perez-Pla F.F., Garcia-Alvarez-Coque M.C.",23751665,"World Journal of Chemical Education",9, 3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2
2021,"Enhanced event-based surveillance for imported diseases during the Tokyo 2020 Olympic and Paralympic Games","Kasamatsu A., Ota M., Shimada T., Fukusumi M., Yamagishi T., Samuel A., Nakashita M., Ukai T., Kurosawa K., Urakawa M., Takahashi K., Tsukada K., Futami A., Inoue H., Omori S., Kobayashi M., Komiya H., Shimada T., Tabata S., Yahata Y., Kamiya H., Yoshimatsu F., Sunagawa T., Saito T.",20947321,"Western Pacific Surveillance and Response Journal",12, 4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,1,4
2021,"3D survey and virtual reconstruction of heritage. The case study of the City Council and Lonja of Alcañiz","Quintilla M., Agustin L.",24449091,"Vitruvio",6, 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2
2021,"The Visible Human Project","Ackerman M.J.",09269630,"Studies in Health Technology and Informatics",288, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2
2021,"Simulation of fluid's aeration: Implementation of a numerical model in an open source environment","Mastrone M.N., Concli F.",17433533,"WIT Transactions on Engineering Sciences",132, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
2021,"CORRUPTION BETWEEN DOCTORS AND PHARMACISTS: CRIMINAL LAW PROBLEMS OF COUNTERACTION","Marin O.K., Sen I.Z.",00435147,"Wiadomosci lekarskie (Warsaw, Poland : 1960)",74, 11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,"Phylostat: a web-based tool to analyze paralogous clade divergence in phylogenetic trees","Ozcelik E., Kuru N., Adebali O.",13000152,"Turkish Journal of Biology",45, 6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,"CoVizu: Rapid analysis and visualization of the global diversity of SARS-CoV-2 genomes","Ferreira R.-C., Wong E., Gugan G., Wade K., Liu M., Baena L.M., Chato C., Lu B., Olabode A.S., Poon A.F.Y.",20571577,"Virus Evolution",7, 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,4
2021,"A Novel Routing Protocol for Realistic Traffic Network Scenarios in VANET","Singh G.D., Kumar S., Alshazly H., Idris S.A., Verma M., Mostafa S.M.",15308669,"Wireless Communications and Mobile Computing",2021, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,5,13
2021,"[Emergency remote learning acceptance among higher education students during COVID-19 pandemic, Hitno prihvaćanje učenja na daljinu među studentima visokog obrazovanja tijekom pandemije COVID-19]","Pilav-Velic A., Jahic H., Okicic J., Selimovic J., Grabovica E.",13318004,"Zbornik Radova Ekonomskog Fakultet au Rijeci",39, 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1
2021,"A PARALLEL PARTITIONED APPROACH ON FLUID-STRUCTURE INTERACTION SIMULATION USING THE MULTISCALE UNIVERSAL INTERFACE COUPLING LIBRARY","Liu W., Wang W., Skillen A., Longshaw S.M., Moulinec C., Emerson D.R.",26966999,"World Congress in Computational Mechanics and ECCOMAS Congress",1400, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,5,0,5
2021,"Hybrid eulerian-lagrangian approach for dense spray simulations","Heidarifatasmi H., Zirwes T., Zhang F., Habisreuther P., Trimis D.",26966999,"World Congress in Computational Mechanics and ECCOMAS Congress",600, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,"Simulation of the fluid-structure interaction involving two-phase flow and hexagonal structures in a nuclear reactor core","Houbar S., Gerschenfeld A., Allaire G.",26966999,"World Congress in Computational Mechanics and ECCOMAS Congress",1500, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,"Development of a nitridation gas-surface boundary condition for high-fidelity hypersonic simulations","Capriati M., Prata K.S., Schwartzentruber T.E., Candler G.V., Magin T.E.",26966999,"World Congress in Computational Mechanics and ECCOMAS Congress",600, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,2
2021,"Techniques to reduce the computational cost of finite element models of the lower limb muscles","Elyasi E., Perrier A., Bailet M., Payan Y.",26966999,"World Congress in Computational Mechanics and ECCOMAS Congress",400, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,"Implementation and validation of a computationally efficient dns solver for reacting flows in openfoam","Zirwes T., Zhang F., Habisreuther P., Denev J.A., Bockhorn H., Trimis D.",26966999,"World Congress in Computational Mechanics and ECCOMAS Congress",600, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,7
2021,"Autonomous Vehicle Control in CARLA Challenge","Egido Sierra J.D., Diaz A., Bergasa L.M., Barea R., Lopez M.E.",23521457,"Transportation Research Procedia",58, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
2021,"LES STRATÉGIES OPEN-SOURCES SELON LE PARADIGME DES MODÈLES ÉCONOMIQUES","Jullien N., Viseur R.",12604984,"Systemes d'Information et Management",26, 3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,3
2021,"Deep learning for Turkish makam music composition","Parlak I.H., Cebi Y., Isikhan C., Birant D.",13000632,"Turkish Journal of Electrical Engineering and Computer Sciences",29, 7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4
2021,"A Solution for Social Education - Free Open Source Software Teaching through E-Learning Framework","Aslam S.M.",1735188X,"Webology",18, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,"Design and assembly of DNA molecules using multi-objective optimization","Gaeta A., Zulkower V., Stracquadanio G.",19397267,"Synthetic Biology",6, 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,2
2021,"Test Automation of Web Application Login Page by Using Selenium Ide in a Web Browser","Krishna V.V., Gopinath G.",1735188X,"Webology",18, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,"""japan LIVE Dashboard"" r COVID-19: A Scalable Solution o Monitor Real-Time d Regional-Level Epidemic Case Data","Su W., Fu W., Kato K., Wong Z.S.-Y.",09269630,"Studies in Health Technology and Informatics",286, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
2021,"An Effective Fault-Tolerant Intrusion Detection System under Distributed Environment","Hong B., Wang H., Cao Z.",15308669,"Wireless Communications and Mobile Computing",2021, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2
2021,"Nlfk4all: an open-source demonstration toolbox for computationally efficient nonlinear froude-krylov force calculations","Giorgi G., Bracco G., Mattiazzo G.",26966999,"World Congress in Computational Mechanics and ECCOMAS Congress",1500, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,2
2021,"Structural modelling of multilayer skis with an open source FEM software","Fraccaroli L., Gorla C., Concli F.",17433533,"WIT Transactions on Engineering Sciences",133, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,"Ηyper-sinh-Convolutional Neural Network for Early Detection of Parkinson’s Disease from Spiral Drawings","Parisi L., Ma R., Zaernia A., Youseffi M.",19918755,"WSEAS Transactions on Computer Research",9, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,1,6
2021,"A reproducible picture of open access health facility data in Africa and R tools to support improvement","South A., Dicko A., Herringer M., Macharia P.M., Maina J., Okiro E.A., Snow R.W., van der Walt A.",2398502X,"Wellcome Open Research",5, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2
2021,"luox: novel validated open-access and open-source web platform for calculating and sharing physiologically relevant quantities for light and lighting","Spitschan M., Mead J., Roos C., Lowis C., Griffiths B., Mucur P., Herf M.",2398502X,"Wellcome Open Research",6, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,1,4
