," This is a citation overview for a set of 2000 documents.",,,,,,,,,,,,,,,,,,,,,,,,,
2018,"Modeling of the Three-way Catalytic Converter by Recurrent Neural Networks","Schurholz K., Bruckner D., Gresser M., Abel D.",24058963,"",51, 15,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,1,6,2,8
2018,"Initial-dip Based Quadcopter Control: Application to fNIRS-BCI","Zafar A., Khan M.J., Park J., Hong K.-S.",24058963,"",51, 15,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,3,1,8,1,9
2018,"Identification and optimal control of fructo-oligosaccharide production","Schorsch J., Kinnaert M., Fekih-Salem R., Dewasme L., Castro C.C., Wouwer A.V.",24058963,"",51, 18,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,3,1,4
2018,"Noise Moment and Parameter Estimation of State-Space Model⁎","Kost O., Dunik J., Straka O.",24058963,"",51, 15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,2
2018,"An iterative algorithm for dynamic optimization of systems with input-dependent hydraulic delays","Clerget C.-H., Grimaldi J.-P., Chebre M., Petit N.",24058963,"",51, 18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,"Recursive Identification of Fractional Time-Delay Systems Using Discrete-Time Model","Higo T., Kawaguchi T., Itamoto M., Adachi S.",24058963,"",51, 15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3,6,1,7
2018,"Improved Batch Process Monitoring and Diagnosis Based on Multiphase KECA","Qi Y., Wang Y., Lu C., Wang L.",24058963,"",51, 18,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,1,6,0,6
2018,"Maximum Likelihood Infinite Mixture Distribution Estimation Utilizing Finite Gaussian Mixtures⁎","Orellana R., Carvajal R., Aguero J.C.",24058963,"",51, 15,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,4,9,0,9
2018,"Experiment design for system identification using fractional models of the second kind","Malti R., Mayoufi A., Victor S.",24058963,"",51, 15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2
2018,"Synthetic Patient Database of Drug Effect in General Anesthesia for Evaluation of Estimation and Control Algorithms","Guo Z., Medvedev A., Merigo L., Latronico N., Paltenghi M., Visioli A.",24058963,"",51, 15,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,4,0,4
2018,"Power Maximization of Wind Farms using Discrete-time Distributed Extremum Seeking Control","Ebegbulem J., Guay M.",24058963,"",51, 18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,2
2018,"On-line Maneuver Identification in Highway Traffic Using Elastic Template Matching⁎","Tkachenko P., Zhou J., Gagliardi D., del Re L.",24058963,"",51, 15,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,2,2,8,1,9
2018,"Dual robust control of batch processes based on optimality-conditions parameterization","Paulen R., Fikar M.",24058963,"",51, 18,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,3
2018,"A Fokker-Planck approach to joint state-parameter estimation","Lemos J.M., Costa B.A., Rocha C.",24058963,"",51, 15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
2018,"Model Predictive Control of Simulated Moving Bed Chromatography for Binary and Pseudo-binary Separations: Simulation Study","Lee J.W., Seidel-Morgenstern A.",24058963,"",51, 18,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,4,2,12,0,12
2018,"Discrete Element Method of Coke Accumulation: Calibration of the Contact Parameter","Zu E.X., Zhou P., Jiang Z.H.",24058963,"",51, 21,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1,5,5,10
2018,"Evaluation of Derivative-Free Optimizers for Parameter Estimation in Systems Biology","Schalte Y., Stapor P., Hasenauer J.",24058963,"",51, 19,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,3,1,9,1,10
2018,"Inverse System Estimation for Feedforward: A Kernel-Based Approach for Non-Causal Systems","Blanken L., Meijdenberg I.V.D., Oomen T.",24058963,"",51, 15,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,4,0,4
2018,"Hurdle Modeling for Defect Data with Excess Zeros in Steel Manufacturing Process","Zhang X., Kano M., Tani M., Mori J., Ise J., Harada K.",24058963,"",51, 18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,3,2,5
2018,"Stabilized Prediction Error Method for Closed-loop Identification of Unstable Systems","Maruta I., Sugie T.",24058963,"",51, 15,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,3,7,2,9
2018,"Analytical instrumentation for copper pyrometallurgy: challenges and opportunities","Yanez J., Torres S., Sbarbaro D., Parra R., Saavedra C.",24058963,"",51, 21,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,5,1,10,3,13
2018,"Multivariate Molten Iron Quality Modeling Based on Improved Incremental Random Vector Functional-link Networks","Jiang Y., Zhou P., Yu G.",24058963,"",51, 21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,4
2018,"The role of noise modeling in the estimation of resting-state brain effective connectivity","Prando G., Zorzi M., Bertoldo A., Chiuso A.",24058963,"",51, 15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,2
2018,"Iterative tuning of engine speed controller for launch control applications in sport motorcycles","Pozzato G., Panzani G., Savaresi S.M.",24058963,"",51, 15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,"Frequency Domain Subspace Identification of Multivariable Dynamical Systems for Robust Control Design","Oveisi A., Nestorovic T., Montazeri A.",24058963,"",51, 15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,3,1,4
2018,"Update of Feedforward Compensation with Experimental Data based on Kernel Regularized Identification⁎","Fujimoto Y., Kasai W., Sugie T.",24058963,"",51, 15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1
2018,"PET Viscosity Prediction Using JIT-based Extreme Learning Machine","Li Z., Hao K., Chen L., Ding Y., Huang B.",24058963,"",51, 18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,2,7,4,11
2018,"Robust Optimal Feedback Control for Periodic Biochemical Processes","Villanueva M.E., Chachuat B., Houska B.",24058963,"",51, 18,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,0,2
2018,"Parameter Estimation for Signal Transduction Networks from Experimental Time Series Using Picard Iteration","Haeseler F.V., Rudolph N., Findeisen R., Huber H.J.",24058963,"",51, 18,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2,0,2
2018,"Using Convolutional Neural Networks to Develop State-of-the-Art Flotation Froth Image Sensors","Fu Y., Aldrich C.",24058963,"",51, 21,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,6,5,15,3,18
2018,"Effective recursive parallelotopic bounding for robust output-feedback control","Sharma U., Thangavel S., Gottu Mukkula A.R., Paulen R.",24058963,"",51, 15,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,2,2,8,0,8
2018,"A New Recursive Instrumental Variables Approach for Robot Identification","Brunot M., Janot A.",24058963,"",51, 15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1,3
2018,"Modified Hankel Interaction Index Array for Input-Output Pairing with Improved Characteristics","Moaveni B., Birk W.",24058963,"",51, 18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,4,0,4
2018,"Hybrid Online Multi-Sensor Error Detection and Functional Redundancy for Artificial Pancreas Control Systems","Feng J., Hajizadeh I., Samadi S., Sevil M., Hobbs N., Brandt R., Lazaro C., Maloney Z., Yu X., Littlejohn E., Quinn L., Cinar A.",24058963,"",51, 18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,4,1,5
2018,"Nonparametric Identification of Time-Varying Human Joint Admittance","Cavallo G., Ruit M.V.D., Schouten A.C., Wingerden J.W.V., Lataire J.",24058963,"",51, 15,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
2018,"Research on Selective filtering and PCNN for Nickel Foam Surface Defect Segmentation","Li J., Zhu J., Nie F., Cao B., Huang L.",24058963,"",51, 21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,2
2018,"Piecewise Regression through the Akaike Information Criterion using Mathematical Programming⁎","Gkioulekas I., Papageorgiou L.G.",24058963,"",51, 15,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,4,0,4
2018,"Multistage Adaptive Optimization for Steelmaking and Continuous Casting Scheduling under Processing Time Uncertainty","Kammammettu S., Li Z.",24058963,"",51, 21,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2,7,2,9
2018,"Jump model learning and filtering for energy end-use disaggregation","Breschi V., Piga D., Bemporad A.",24058963,"",51, 15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
2018,"On LPV System Identification Algorithms for Input-Output Model Structures and their Relation to LTI System Identification⁎","Schulz E., Janda O., Schultalbers M.",24058963,"",51, 15,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,0,2
2018,"A Novel Approach to Feedback Control with Deep Reinforcement Learning⁎","Wang Y., Velswamy K., Huang B.",24058963,"",51, 18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,6,19,7,26
2018,"Identification of nonlinear dynamical system with synthetic data: a preliminary investigation","Mazzoleni M., Scandella M., Formentin S., Previdi F.",24058963,"",51, 15,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,2,1,8,1,9
2018,"Covariance Based Estimation for Reduced Order Models of Microgrid Power Flow Dynamics","Hu Y., Konakalla S.A.R., de Callafon R.A.",24058963,"",51, 15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,3,2,5
2018,"Hybrid Latent Variable Modeling of High Dimensional Time Series Data","Qin S.J., Dong Y.",24058963,"",51, 15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
2018,"Using Decoupling Methods to Reduce Polynomial NARX Models","Westwick D.T., Hollander G., Karami K., Schoukens J.",24058963,"",51, 15,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,7,0,12,1,13
2018,"Application of Economics Optimizing Control to a Two-step Transesterification Reaction in a Pilot-Scale Reactive Distillation Column","Hasskerl D., Lindscheid C., Subramanian S., Markert S., Gorak A., Engell S.",24058963,"",51, 18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2
2018,"Experimental Design in Simultaneous Identification and Optimization of Batch Processes under Model-Plant Mismatch","Hille R., Budman H.M.",24058963,"",51, 18,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
2018,"Sampled-Data Based State and Parameter Estimation for State-Affine Systems with Uncertain Output Equation","Ahmed-Ali T., Tiels K., Schoukens M., Giri F.",24058963,"",51, 15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,3
2018,"LPV System Local Model Interpolation Based on Combined Model Reduction","Zhang Q.",24058963,"",51, 15,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,1,3
2018,"Model Quality Assessment and Model Mismatch Detection: A Temporal Smoothness Regularization Approach","Gao X., Yang F., Huang D.",24058963,"",51, 18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,3,1,4
2018,"How consistent is my model with the data? Information-Theoretic Model Check⁎","Svensson A., Zachariah D., Schon T.B.",24058963,"",51, 15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,"Prediction of component content in rare earth extraction process based on ESNs-Adaboost","Hui Y., Shuli L., Rongxiu L., Jianyong Z.",24058963,"",51, 21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,0,3
2018,"Identification of a Class of Nonlinear Dynamical Networks⁎","Abdalmoaty M.R.H., Rojas C.R., Hjalmarsson H.",24058963,"",51, 15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,"Dynamic-Inner Canonical Correlation and Causality Analysis for High Dimensional Time Series Data","Dong Y., Joe Qin S.",24058963,"",51, 18,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,6,9,22,6,28
2018,"Easy Ways to Design Inputs to obtain Uncorrelated Outputs in MIMO System Identification","Haggblom K.E.",24058963,"",51, 15,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,4
2018,"Frequential identification of an electrochemical cell impedance using fractional modeling","Nasser Eddine A., Huard B., Gabano J.-D., Poinot T., Thomas A., Martemianov S.",24058963,"",51, 15,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,1,5,4,9
2018,"Maximizing Fault Detectability with Closed-Loop Control","Sun Z., Joe Qin S.",24058963,"",51, 18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,"2D-frequency domain identification of complex sinusoids in the presence of additive noise","Soverini U., Soderstrom T.",24058963,"",51, 15,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,3,0,3
2018,"A Particle Stochastic Approximation EM Algorithm to Identify Jump Markov Nonlinear Models","Papez M.",24058963,"",51, 15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,2
2018,"Prediction Error based Interaction Measure for Control Configuration Selection in Linear and Nonlinear Systems","Arranz M.C., Birk W.",24058963,"",51, 18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,"Optimal design of the inlet temperature based periodic operation of non-isothermal CSTR using nonlinear output frequency response functions","Shi H., Lang Z.Q., Zhu Y., Yuan D., Wang W.",24058963,"",51, 18,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,3,2,5
2018,"On the Identification of Self-Adjoint Linear Time-Varying State Models","Rapisarda P.",24058963,"",51, 15,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,3,0,3
2018,"Input selection in ARX model estimation using group lasso regularization","Klingspor M., Hansson A., Lofberg J.",24058963,"",51, 15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,2
2018,"A Framework for Inference and Identification of Hybrid-System Models: Mixed Event-/Time-driven Systems (METS)","Basiri M.H., Thistle J.G., Fischmeister S.",24058963,"",51, 15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
2018,"Optimization and control of offshore wind farms with energy storage systems","Wang X., Li L., Palazoglu A., El-Farra N.H., Shah N.",24058963,"",51, 18,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,2,7,0,7
2018,"ARX Model Estimation of Multivariable Errors-in-Variables Systems⁎","Liu X., Zhu Y.",24058963,"",51, 15,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,0,2
2018,"Identification of stable linear systems via the sequential stabilizing spline algorithm","Pillonetto G., Chiuso A.",24058963,"",51, 15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,2
2018,"A Stochastic Spatio-Temporal Model of the Flow-Front Dynamics in a Vacuum Assisted Resin Transfer Moulding Process","Nauheimer M., Relan R., Thygesen U.H., Madsen H., Olesen B., Kirkeby K.",24058963,"",51, 15,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,3,0,3
2018,"Aircraft Structural Health Monitoring Using Transmissibility Identification","Khalil A., Aljanaideh K.F.",24058963,"",51, 15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,3,7,4,11
2018,"Maximum Likelihood Identification of a Continuous-Time Oscillator Utilizing Sampled Data","Gonzalez K., Coronel M., Carvajal R., Escarate P., Aguero J.C.",24058963,"",51, 15,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,1,0,6,0,6
2018,"Nonlinear observer with observability-based parameter adaptation for vehicle motion estimation","Marco V.R., Kalkkuhl J., Seel T.",24058963,"",51, 15,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,4,8,1,9
2018,"Articulated estimation and differential geometry for system identification","Corbier C.",24058963,"",51, 15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,"Multiple Kernel Based Regularized System Identification with SURE Hyper-parameter Estimator","Hong S., Mu B., Yin F., Andersen M.S., Chen T.",24058963,"",51, 15,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,1,0,6,0,6
2018,"A randomized approach to switched nonlinear systems identification","Bianchi F., Prandini M., Piroddi L.",24058963,"",51, 15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,2,6,1,7
2018,"Structure Selection and LPV Model Identification of a Car Steering Dynamics⁎","Rodonyi G., Koros P., Pup D., Soumelidis A., Szabo Z., Bokor J.",24058963,"",51, 15,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,3,0,3
2018,"Regulation of soil moisture using zone model predictive control","Mao Y., Liu S., Nahar J., Liu J., Ding F.",24058963,"",51, 18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,3
2018,"A Distributed Algorithm for Scenario-based Model Predictive Control using Primal Decomposition⁎","Krishnamoorthy D., Foss B., Skogestad S.",24058963,"",51, 18,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,3,1,10,3,13
2018,"Robust Sampling Time Design for Biochemical Systems","Yu H., Yue H., Halling P.",24058963,"",51, 18,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
2018,"Steam Header State-Space Model Development and Validation","Dzedzemane R., le Roux J.D., Muller C.J., Craig I.K.",24058963,"",51, 21,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,3,1,4
2018,"Direct Closed-Loop Identification Approach to Magnetic Levitation System","Sun L., Sano A., Liu X.",24058963,"",51, 15,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1,5,1,6
2018,"Feature extraction of internal dynamics of an engine air path system: Deep autoencoder approach","Shimizu K., Nakada H., Kashima K.",24058963,"",51, 15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
2018,"On dynamic network modeling of stationary multivariate processes","Bottegal G., Chiuso A., den Hof P.M.J.V.",24058963,"",51, 15,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,0,2
2018,"Research on Temperature Field Change Trend of the Sintering Process for Lithium-ion Battery Cathode Materials","Chen N., Li B., Gui W., Xu S., Wang J., Dai J.",24058963,"",51, 21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,6
2018,"A Kernel Connectivity-based Outlier Factor Algorithm for Rare Data Detection in a Baking Process","Wang Y., Li K., Gan S.",24058963,"",51, 18,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,3,6,3,9
2018,"Dynamic Optimization and Control of Chemical Looping Combustion Combined Cycle Power Plants⁎","Han L., Chen C., Bollas G.M.",24058963,"",51, 18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
2018,"Control Strategy For A Multiple Hearth Furnace","Gomez F.J.V., Jamsa-Jounela S.L.",24058963,"",51, 21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,2
2018,"Evaluation of Dead-Time Effect of Grid-Connected Inverters Using Broadband Methods","Messo T., Roinila T., Aapro A., Rasilo P.",24058963,"",51, 15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,"Identification of 2D Interconnected Systems: An efficient Steepest-Descent approach.","Torres P., Wingerden J.-W.V.",24058963,"",51, 15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
2018,"Time and Frequency Domain Data-driven PID Iterative Tuning","Silva Moreira L.J.D., Junior G.A., Barros P.R.",24058963,"",51, 15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,2,6,1,7
2018,"Improving the particle filter in high dimensions using conjugate artificial process noise","Wigren A., Murray L., Lindsten F.",24058963,"",51, 15,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,4,2,6
2018,"Model-based Control of Vapor-recompressed Batch Distillation Column","Vibhute M.M., Jogwar S.S.",24058963,"",51, 18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,3,0,3
2018,"An effective operating parameters optimization method for electrowinning process of zinc based on kriging model and finite element model","Li X., Li Y., Zhu H., Deng S.",24058963,"",51, 21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,4
2018,"On Representations of Linear Dynamic Networks","Kivits E.M.M., den Hof P.M.J.V.",24058963,"",51, 15,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,1,0,6,2,8
2018,"Multiresolution Analytics for Large Scale Industrial Processes","Reis M.S., Rato T.J.",24058963,"",51, 18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
2018,"State Estimation for Stochastic Time Varying Systems with Disturbance Rejection","Zhang Q., Zhang L.",24058963,"",51, 15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3,2,5
2018,"Application of Constrained Multi-objective Evolutionary Algorithm in Multi-Source Compressed-air Pipeline Optimization Problems","Yang Y., Liu J., Tan S., Wang H.",24058963,"",51, 18,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,4,1,8,4,12
2018,"A study of approximation errors in local parametric approaches to frequency response function estimation⁎","Verbeke D., Schoukens J.",24058963,"",51, 15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,2
2018,"Time domain diffusion parameters identification of electrochemical impedance models using fractional order system","Eddine A.N., Huard B., Gabano J.-D., Poinot T., Thomas A., Martemianov S.",24058963,"",51, 15,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,2,7,3,10
2018,"Towards D-Optimal Input Design for Finite-Sample System Identification","Kolumban S., Csaji B.C.",24058963,"",51, 15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,"Weighted Null-Space Fitting for Identification of Cascade Networks⁎","Galrinho M., Prota R., Ferizbegovic M., Hjalmarsson H.",24058963,"",51, 15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
2018,"Quasi-LPV modelling of a projectile's behaviour in flight","Machala D., Dobre S., Albisser M., Collin F., Gilson M.",24058963,"",51, 15,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,3,0,3
2018,"Remaining Useful Life Prediction for Proton Exchange Membrane Fuel Cell Using Stochastic Fusion Filtering⁎","Wang Y., Hu Y., Sun C.",24058963,"",51, 21,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,3,7,1,8
2018,"Estimation of Hidden Chemoattractant Field from Observed Cell Migration Patterns⁎","Kadochnikova A., Isles H.M., Renshaw S.A., Kadirkamanathan V.",24058963,"",51, 15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,"Ranking Variables in Nonlinear Nonparametric Additive System Identification⁎","Cheng C., Bai E.-W.",24058963,"",51, 15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,"Model predictive control strategy of energy cost management for a compressed natural gas fuelling station","Kagiri C., Zhang L., Xia X.",24058963,"",51, 18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1
2018,"A Non-equilibrium Approach to Model Flash Dynamics with Interface Transport","Romo-Hernandez A., Dochain D., Ydstie B.E., Hudon N.",24058963,"",51, 18,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
2018,"Kernel-based SPS","Pillonetto G., Care A., Campi M.C.",24058963,"",51, 15,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,4,6,2,8
2018,"A Fuzzy Modeling Method Based on Dirichlet Process Mixture Model for Blast Furnace Gas System","Huang Y., Lv Z., Liu Y., Wang W.",24058963,"",51, 21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2
2018,"Adaptive Stabilization of Uncertain Non-Affine Systems with Nonlinear Parameterization⁎","Lin W., Rattanamongkhonkun K., Pongvuthithum R.",24058963,"",51, 15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,"Surrogate Data and Nonlinear Distortion for Nonlinear Model Development—A Preliminary Study","Waller M.",24058963,"",51, 15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,"Optimal Parameter Identification for a Hydrodynamic Roll Gap Model in Hot Strip Rolling","Muller M., Steinboeck A., Prinz K., Kugi A.",24058963,"",51, 21,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,5,0,5
2018,"Tsallis Relative Entropy within Statistical Linearization Problems","Chernyshov K.R.",24058963,"",51, 15,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,4,0,4
2018,"Positive FIR System Identification using Maximum Entropy Prior","Zheng M., Ohta Y.",24058963,"",51, 15,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,5,2,7
2018,"Machine-learning for biopharmaceutical batch process monitoring with limited data","Tulsyan A., Garvin C., Undey C.",24058963,"",51, 18,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,1,0,6,3,9
2018,"Product Attribute Forecast: Adaptive Model Selection Using Real-Time Machine Learning","Bayrak E.S., Wang T., Tulsyan A., Coufal M., Undey C.",24058963,"",51, 18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,2,8,5,13
2018,"First Results on Regularized Time-Varying Operational Modal Analysis","Csurcsia P.Z., Schoukens J., Peeters B.",24058963,"",51, 15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,2
2018,"Quality Analysis and Prediction for Start-up Process of Injection Molding Processes","Zou M., Zhao L., Wang S., Chang Y., Wang F.",24058963,"",51, 18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,5,1,6
2018,"Some Results on Simultaneous Input and State Estimation for Linear Systems⁎","Song X., Zheng W.X.",24058963,"",51, 15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,0,2
2018,"A Priori Parameter Identifiability in Complex Reaction Networks","Varghese A., Narasimhan S., Bhatt N.",24058963,"",51, 15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,3,1,4
2018,"An Infrared Image-based Copper Electrolysis Short-Circuit Detection Method using Improved DoG Filter","Li X., Li Y., Zhu H., Hu X.",24058963,"",51, 21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
2018,"Incremental Segmentation of ARX Models⁎","Chou G., Ozay N., Berenson D.",24058963,"",51, 15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
2018,"Sparse Estimation for the Assessment of Muscular Activity based on sEMG Measurements","Olbrich M., Petersen E., Hoffmann C., Rostalski P.",24058963,"",51, 15,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,3,0,3
2018,"Integrated Process Design and Control of Cyclic Distillation Columns","Andersen B.B., Nielsen R.F., Udugama I.A., Papadakis E., Gernaey K.V., Huusom J.K., Mansouri S.S., Abildskov J.",24058963,"",51, 18,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,5,3,16,2,18
2018,"Approximate Maximum-likelihood Identification of Linear Systems from Quantized Measurements⁎","Risuleo R.S., Bottegal G., Hjalmarsson H.",24058963,"",51, 15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,3,0,3
2018,"Dual-particle-filtering for Recursive Estimation of Agricultural-machinery Dynamics","Cooper M., Perez T.",24058963,"",51, 15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
