2012,"Requirements for a hydrogen powered all-electric manned helicopter","Datta A., Johnson W.",,"12th AIAA Aviation Technology, Integration and Operations (ATIO) Conference and 14th AIAA/ISSMO Multidisciplinary Analysis and Optimization Conference",, ,0,0,0,0,0,0,1,0,0,1,0,0,3,3,0,2,2,12,3,15
2012,"Town planning - Environment - Tourism relationship in sustainable perspective","Mazilu M.",,"12th International Multidisciplinary Scientific GeoConference and EXPO - Modern Management of Mine Producing, Geology and Environmental Protection, SGEM 2012",4, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,"Orbifold branes in string/m-theory and their cosmological applications","Wang A.",,"12th Marcel Grossmann Meeting on Recent Dev. in Theoretical and Experimental General Relativity, Astrophysics and Relativistic Field Theories - Proc. of the MG 2009 Meeting on General Relativity",, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,"Cosmological constant from decoherence?","Queisser F.S., Kiefer C., Starobinsky A.A.",,"12th Marcel Grossmann Meeting on Recent Dev. in Theoretical and Experimental General Relativity, Astrophysics and Relativistic Field Theories - Proc. of the MG 2009 Meeting on General Relativity",, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,"Very high energy gamma-rays and the hubble parameter","Gorecki A., Barrau A., Grain J., Memola E.",,"12th Marcel Grossmann Meeting on Recent Dev. in Theoretical and Experimental General Relativity, Astrophysics and Relativistic Field Theories - Proc. of the MG 2009 Meeting on General Relativity",, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,"Post-minkowskian closed-form hamiltonian for gravitating n-body systems","Ledvinka T., Schafer G., Bicak J.",,"12th Marcel Grossmann Meeting on Recent Dev. in Theoretical and Experimental General Relativity, Astrophysics and Relativistic Field Theories - Proc. of the MG 2009 Meeting on General Relativity",, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,"Hamiltonian formulation of f(riemann) theories of gravity","Sendouda Y., Deruelle N., Sasaki M., Yamauchi D.",,"12th Marcel Grossmann Meeting on Recent Dev. in Theoretical and Experimental General Relativity, Astrophysics and Relativistic Field Theories - Proc. of the MG 2009 Meeting on General Relativity",, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,"Radial density statistics of the galaxy distribution and the luminosity function","Iribarrem A.S., Ribeiro M.B., Stoeger W.R.",,"12th Marcel Grossmann Meeting on Recent Dev. in Theoretical and Experimental General Relativity, Astrophysics and Relativistic Field Theories - Proc. of the MG 2009 Meeting on General Relativity",, ,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2,0,2
2012,"Closed conformal killing{yano tensor and uniqueness of generalized kerr{nut{de sitter spacetime","Houri T.",,"12th Marcel Grossmann Meeting on Recent Dev. in Theoretical and Experimental General Relativity, Astrophysics and Relativistic Field Theories - Proc. of the MG 2009 Meeting on General Relativity",, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,"Smallest relational mechanics model of quantum cosmology","Anderson E.",,"12th Marcel Grossmann Meeting on Recent Dev. in Theoretical and Experimental General Relativity, Astrophysics and Relativistic Field Theories - Proc. of the MG 2009 Meeting on General Relativity",, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,"Gravitons production in a new type of gcg","Bouhmadi-Lopez M., Frazao P., Henriques A.B.",,"12th Marcel Grossmann Meeting on Recent Dev. in Theoretical and Experimental General Relativity, Astrophysics and Relativistic Field Theories - Proc. of the MG 2009 Meeting on General Relativity",, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,"The cosmic no-hair conjecture a study of the nariai solutions","Beyer F.",,"12th Marcel Grossmann Meeting on Recent Dev. in Theoretical and Experimental General Relativity, Astrophysics and Relativistic Field Theories - Proc. of the MG 2009 Meeting on General Relativity",, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,"Combined local and equilateral non-gaussianities from multifield dirac-born-infeld inflation","Renaux-Petel S.",,"12th Marcel Grossmann Meeting on Recent Dev. in Theoretical and Experimental General Relativity, Astrophysics and Relativistic Field Theories - Proc. of the MG 2009 Meeting on General Relativity",, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,"Ultraviolet divergences and scale-dependent gravitational couplings","Hamber H.W.",,"12th Marcel Grossmann Meeting on Recent Dev. in Theoretical and Experimental General Relativity, Astrophysics and Relativistic Field Theories - Proc. of the MG 2009 Meeting on General Relativity",, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,"Cosmological backreaction","Schwarz D.J.",,"12th Marcel Grossmann Meeting on Recent Dev. in Theoretical and Experimental General Relativity, Astrophysics and Relativistic Field Theories - Proc. of the MG 2009 Meeting on General Relativity",, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,"Time boundary terms and dirac constraints","Gallardo A., Montesinos M.",,"12th Marcel Grossmann Meeting on Recent Dev. in Theoretical and Experimental General Relativity, Astrophysics and Relativistic Field Theories - Proc. of the MG 2009 Meeting on General Relativity",, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,"New soliton generating transformations in the bosonic sector of heterotic string effective theory","Alekseev G.A.",,"12th Marcel Grossmann Meeting on Recent Dev. in Theoretical and Experimental General Relativity, Astrophysics and Relativistic Field Theories - Proc. of the MG 2009 Meeting on General Relativity",, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,"Variable tension brane-worlds","Gergely L.A.",,"12th Marcel Grossmann Meeting on Recent Dev. in Theoretical and Experimental General Relativity, Astrophysics and Relativistic Field Theories - Proc. of the MG 2009 Meeting on General Relativity",, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,"Black hole solutions in string theory with gauss-bonnet curvature correction","Maeda K.-I., Sasagawa Y., Ohta N.",,"12th Marcel Grossmann Meeting on Recent Dev. in Theoretical and Experimental General Relativity, Astrophysics and Relativistic Field Theories - Proc. of the MG 2009 Meeting on General Relativity",, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,"Non-axisymmetric configurations in the Post-newtonian approximation to general Relativity","Gurlebeck N., Petroff D.",,"12th Marcel Grossmann Meeting on Recent Dev. in Theoretical and Experimental General Relativity, Astrophysics and Relativistic Field Theories - Proc. of the MG 2009 Meeting on General Relativity",, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,"Thirty years of studies of integrable reductions of einstein's field equations","Alekseev G.A.",,"12th Marcel Grossmann Meeting on Recent Dev. in Theoretical and Experimental General Relativity, Astrophysics and Relativistic Field Theories - Proc. of the MG 2009 Meeting on General Relativity",, ,0,0,0,0,0,0,0,0,0,2,2,0,1,0,2,1,0,8,1,9
2012,"Exact differential and quantum corrections of entropy for axially symmetric black holes","Akbar M., Saifullah K.",,"12th Marcel Grossmann Meeting on Recent Dev. in Theoretical and Experimental General Relativity, Astrophysics and Relativistic Field Theories - Proc. of the MG 2009 Meeting on General Relativity",, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,"The EBEX cryostat and supporting electronics","Sagiv I., Aboobaker A.M., Bao C., Hanany S., Jones T., Klein J., Milligan M., Polsgrove D.E., Raach K., Zilic K., Korotkov A., Tucker G.S., Vinokurov Y., Matsumura T., Ade P., Grainger W., Pascale E., Chapman D., Didier J., Hillbrand S., Reichborn-Kjennerud B., Limon M., Miller A., Jaffe A., Yadav A., Zaldarriaga M., Ponthieu N., Tristram M., Borrill J., Cantalupo C., Kisner T., Aubin F., Dobbs M., Macdermid K., Hilton G., Hubmayr J., Irwin K., Reintsema C., Baccigalupi C., Leach S., Johnson B., Lee A., Tran H., Levinson L.",,"12th Marcel Grossmann Meeting on Recent Dev. in Theoretical and Experimental General Relativity, Astrophysics and Relativistic Field Theories - Proc. of the MG 2009 Meeting on General Relativity",, ,0,0,0,0,1,0,0,1,0,0,0,0,3,0,0,0,0,5,0,5
2012,"Two temperature accretion flows around rotating black holes and determining the kerr parameter of sources","Mukhopadhyay B.",,"12th Marcel Grossmann Meeting on Recent Dev. in Theoretical and Experimental General Relativity, Astrophysics and Relativistic Field Theories - Proc. of the MG 2009 Meeting on General Relativity",, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,"Accretion of multi-species plasma onto black holes","Chattopadhyay I.",,"12th Marcel Grossmann Meeting on Recent Dev. in Theoretical and Experimental General Relativity, Astrophysics and Relativistic Field Theories - Proc. of the MG 2009 Meeting on General Relativity",, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,"Generalized second law limits on the variation of fundamental constants","Macgibbon J.H.",,"12th Marcel Grossmann Meeting on Recent Dev. in Theoretical and Experimental General Relativity, Astrophysics and Relativistic Field Theories - Proc. of the MG 2009 Meeting on General Relativity",, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,"Non-existence of stationary two-black-hole configurations","Hennig J., Neugebauer G.",,"12th Marcel Grossmann Meeting on Recent Dev. in Theoretical and Experimental General Relativity, Astrophysics and Relativistic Field Theories - Proc. of the MG 2009 Meeting on General Relativity",, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,"Dynamics of intersecting brane systems","Uzawa K.",,"12th Marcel Grossmann Meeting on Recent Dev. in Theoretical and Experimental General Relativity, Astrophysics and Relativistic Field Theories - Proc. of the MG 2009 Meeting on General Relativity",, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,"The signature of tidal disruption phenomena in the vicinity of a black hole","Kostic U., Cadez A., Calvani M., Germana C.",,"12th Marcel Grossmann Meeting on Recent Dev. in Theoretical and Experimental General Relativity, Astrophysics and Relativistic Field Theories - Proc. of the MG 2009 Meeting on General Relativity",, ,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
2012,"Charged unruh effect on geon spacetimes","Bruschi D.E., Louko J.",,"12th Marcel Grossmann Meeting on Recent Dev. in Theoretical and Experimental General Relativity, Astrophysics and Relativistic Field Theories - Proc. of the MG 2009 Meeting on General Relativity",, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,"Subleading spin-orbit correction to the newtonian potential in effective field theory formalism","Perrodin D.L.",,"12th Marcel Grossmann Meeting on Recent Dev. in Theoretical and Experimental General Relativity, Astrophysics and Relativistic Field Theories - Proc. of the MG 2009 Meeting on General Relativity",, ,0,0,0,0,0,0,0,0,0,0,2,2,1,1,3,1,0,10,0,10
2012,"The formation of black holes in general relativity","Christodoulou D.",,"12th Marcel Grossmann Meeting on Recent Dev. in Theoretical and Experimental General Relativity, Astrophysics and Relativistic Field Theories - Proc. of the MG 2009 Meeting on General Relativity",, ,0,0,0,0,0,0,0,0,0,0,0,1,1,5,6,1,3,17,1,18
2012,"Brans-dicke DGP brane cosmology","Atazadeh K., Sepangi H.R.",,"12th Marcel Grossmann Meeting on Recent Dev. in Theoretical and Experimental General Relativity, Astrophysics and Relativistic Field Theories - Proc. of the MG 2009 Meeting on General Relativity",, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,"Ammonia as a tracer of fundamental constants","Henkel C., Menten K.M., Murphy M.T., Flambaum V.V., Levshakov S.A., Lapinov A.V., Molaro P., Braatz J.A.",,"12th Marcel Grossmann Meeting on Recent Dev. in Theoretical and Experimental General Relativity, Astrophysics and Relativistic Field Theories - Proc. of the MG 2009 Meeting on General Relativity",, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,"Metric fluctuations and decoherence","Goklu E., Lammerzahl C., Breuer H.-P.",,"12th Marcel Grossmann Meeting on Recent Dev. in Theoretical and Experimental General Relativity, Astrophysics and Relativistic Field Theories - Proc. of the MG 2009 Meeting on General Relativity",, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,"An accelerating universe in a 5d non-compact and non-ricci-flat kaluza-klein cosmology","Darabi F.",,"12th Marcel Grossmann Meeting on Recent Dev. in Theoretical and Experimental General Relativity, Astrophysics and Relativistic Field Theories - Proc. of the MG 2009 Meeting on General Relativity",, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,"A semiclassical approach to η/s bound through holography","Pesci A.",,"12th Marcel Grossmann Meeting on Recent Dev. in Theoretical and Experimental General Relativity, Astrophysics and Relativistic Field Theories - Proc. of the MG 2009 Meeting on General Relativity",, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,"The spectrum of gamma-ray burst: A clue","Fan Y.",,"12th Marcel Grossmann Meeting on Recent Dev. in Theoretical and Experimental General Relativity, Astrophysics and Relativistic Field Theories - Proc. of the MG 2009 Meeting on General Relativity",, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,"Detection of exoplanets in M31 with pixel-lensing: The event PA-99-N2 case","Ingrosso G., De Paolis F., Calchi Novati S., Jetzer P.H., Nucita A.A., Zakharov A.F.",,"12th Marcel Grossmann Meeting on Recent Dev. in Theoretical and Experimental General Relativity, Astrophysics and Relativistic Field Theories - Proc. of the MG 2009 Meeting on General Relativity",, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,"Quantum particle behavior in classically singular spacetimes","Konkowski D.A., Helliwell T.M.",,"12th Marcel Grossmann Meeting on Recent Dev. in Theoretical and Experimental General Relativity, Astrophysics and Relativistic Field Theories - Proc. of the MG 2009 Meeting on General Relativity",, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,"Accretion disks around black holes with advection and optical depth transition","Klepnev A.S., Bisnovatyi-Kogan G.S.",,"12th Marcel Grossmann Meeting on Recent Dev. in Theoretical and Experimental General Relativity, Astrophysics and Relativistic Field Theories - Proc. of the MG 2009 Meeting on General Relativity",, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,"Vacuum thin shell solutions in five dimensional lovelock gravity","Garraffo C., Giribet G., Gravanis E., Willison S.",,"12th Marcel Grossmann Meeting on Recent Dev. in Theoretical and Experimental General Relativity, Astrophysics and Relativistic Field Theories - Proc. of the MG 2009 Meeting on General Relativity",, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,"Primordial gravitational waves and cosmic microwave background radiation","Baskaran D., Grishchu L.P., Zhao W.",,"12th Marcel Grossmann Meeting on Recent Dev. in Theoretical and Experimental General Relativity, Astrophysics and Relativistic Field Theories - Proc. of the MG 2009 Meeting on General Relativity",, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,"Alfvén qpos in magnetars in the anelastic approximation","Cerda-Duran P., Stergioulas N., Font J.A.",,"12th Marcel Grossmann Meeting on Recent Dev. in Theoretical and Experimental General Relativity, Astrophysics and Relativistic Field Theories - Proc. of the MG 2009 Meeting on General Relativity",, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,"A new limit on the light speed isotropy from the GRAAL experiment at ESRF","Gurzadyan V.G., Bellini V., Beretta M., Bocquet J.-P., D'angelo A., Salvo R.D.I., Fantini A., Franco D., Gervino G., Giardina G., Ghio F., Girolami B., Giusa A., Kashin A., Khachatryan H.G., Knyazyan S., Lapik A., Levi Sandri P., Lleres A., Mammoliti F., Mandaglio G., Manganaro M., Margarian A., Mehrabyan S., Messi R., Moricciani D., Nedorezov V., Rebreyend D., Russo G., Rudnev N., Schaerf C., Sperduto M.-L., Sutera M.-C., Turinge A., Vegna V.",,"12th Marcel Grossmann Meeting on Recent Dev. in Theoretical and Experimental General Relativity, Astrophysics and Relativistic Field Theories - Proc. of the MG 2009 Meeting on General Relativity",, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,"Curvature(S) of a light wavefront in a weak gravitational field","Pascual-Sanchez J.-F., San Miguel A., Vicente F.",,"12th Marcel Grossmann Meeting on Recent Dev. in Theoretical and Experimental General Relativity, Astrophysics and Relativistic Field Theories - Proc. of the MG 2009 Meeting on General Relativity",, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,"Non-geometrical compactifications with few moduli","Pradisi G.",,"12th Marcel Grossmann Meeting on Recent Dev. in Theoretical and Experimental General Relativity, Astrophysics and Relativistic Field Theories - Proc. of the MG 2009 Meeting on General Relativity",, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,"Intergalactic shock fronts","Markevitch M.",,"12th Marcel Grossmann Meeting on Recent Dev. in Theoretical and Experimental General Relativity, Astrophysics and Relativistic Field Theories - Proc. of the MG 2009 Meeting on General Relativity",, ,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,1,4,0,4
2012,"Recent variations of fundamental parameters and their implications for gravitation","Dent T.",,"12th Marcel Grossmann Meeting on Recent Dev. in Theoretical and Experimental General Relativity, Astrophysics and Relativistic Field Theories - Proc. of the MG 2009 Meeting on General Relativity",, ,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1
2012,"Absorption features in the spectra of x-ray bursting neutron stars","Suleimanov V.F., Rauch T., Werner K.",,"12th Marcel Grossmann Meeting on Recent Dev. in Theoretical and Experimental General Relativity, Astrophysics and Relativistic Field Theories - Proc. of the MG 2009 Meeting on General Relativity",, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,"Lorentz symmetry violation in neutrinos in curved spacetime and its consequences","Mukhopadhyay B.",,"12th Marcel Grossmann Meeting on Recent Dev. in Theoretical and Experimental General Relativity, Astrophysics and Relativistic Field Theories - Proc. of the MG 2009 Meeting on General Relativity",, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1
2012,"S-matrix and quantum tunneling in gravitational collapse","Ciafaloni M., Colferai D.",,"12th Marcel Grossmann Meeting on Recent Dev. in Theoretical and Experimental General Relativity, Astrophysics and Relativistic Field Theories - Proc. of the MG 2009 Meeting on General Relativity",, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,"Relativistic spin-precession in binary pulsars","Kramer M.",,"12th Marcel Grossmann Meeting on Recent Dev. in Theoretical and Experimental General Relativity, Astrophysics and Relativistic Field Theories - Proc. of the MG 2009 Meeting on General Relativity",, ,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,2
2012,"Microlensing events from galactic globular clusters","Jetzer P.",,"12th Marcel Grossmann Meeting on Recent Dev. in Theoretical and Experimental General Relativity, Astrophysics and Relativistic Field Theories - Proc. of the MG 2009 Meeting on General Relativity",, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,"Do evaporating 4D black holes form photospheres and/or chromospheres?","MacGibbon J.H., Carr B.J., Page D.N.",,"12th Marcel Grossmann Meeting on Recent Dev. in Theoretical and Experimental General Relativity, Astrophysics and Relativistic Field Theories - Proc. of the MG 2009 Meeting on General Relativity",, ,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2,0,2
2012,"Sequences of dipole black rings and kaluza{klein bubbles","Yazadjiev S.S., Nedkova P.G.",,"12th Marcel Grossmann Meeting on Recent Dev. in Theoretical and Experimental General Relativity, Astrophysics and Relativistic Field Theories - Proc. of the MG 2009 Meeting on General Relativity",, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,"Relativistic figures of equilibrium: From maclaurin spheroids to kerr black holes","Meinel R.",,"12th Marcel Grossmann Meeting on Recent Dev. in Theoretical and Experimental General Relativity, Astrophysics and Relativistic Field Theories - Proc. of the MG 2009 Meeting on General Relativity",, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,"Defrosting the big freeze quantum mechanically?","Bouhmadi-Lopez M., Kiefer C., Sandhofer B., Moniz P.V.",,"12th Marcel Grossmann Meeting on Recent Dev. in Theoretical and Experimental General Relativity, Astrophysics and Relativistic Field Theories - Proc. of the MG 2009 Meeting on General Relativity",, ,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1
2012,"The growth of matter perturbations in f (r) models","Gannouji R., Moraes B., Polarski D.",,"12th Marcel Grossmann Meeting on Recent Dev. in Theoretical and Experimental General Relativity, Astrophysics and Relativistic Field Theories - Proc. of the MG 2009 Meeting on General Relativity",, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,"Matching conditions in relativistic astrophysics","Quevedo H.",,"12th Marcel Grossmann Meeting on Recent Dev. in Theoretical and Experimental General Relativity, Astrophysics and Relativistic Field Theories - Proc. of the MG 2009 Meeting on General Relativity",, ,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,3,0,3
2012,"Testing local lorentz invariance with high-accuracy astrometric observations","Klioner S.A., Zschocke S., Soffel M., Butkevich A.G.",,"12th Marcel Grossmann Meeting on Recent Dev. in Theoretical and Experimental General Relativity, Astrophysics and Relativistic Field Theories - Proc. of the MG 2009 Meeting on General Relativity",, ,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2,0,2
2012,"The formulation of general relativity in extended phase space as a way to its quantization","Shestakova T.P.",,"12th Marcel Grossmann Meeting on Recent Dev. in Theoretical and Experimental General Relativity, Astrophysics and Relativistic Field Theories - Proc. of the MG 2009 Meeting on General Relativity",, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,"Sensitivity of the fermi detectors to gamma-ray bursts from evaporating primordial black holes (PBHS)","Ukwatta T.N., MacGibbon J.H., Parke W.C., Dhuga K.S., Rhodes S., Eskandarian A., Gehrels N., Maximon L., Morris D.C.",,"12th Marcel Grossmann Meeting on Recent Dev. in Theoretical and Experimental General Relativity, Astrophysics and Relativistic Field Theories - Proc. of the MG 2009 Meeting on General Relativity",, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
2012,"Towards inhomogeneous loop quantum cosmology: Triangulating bianchi ix with perturbations","Marciano A.",,"12th Marcel Grossmann Meeting on Recent Dev. in Theoretical and Experimental General Relativity, Astrophysics and Relativistic Field Theories - Proc. of the MG 2009 Meeting on General Relativity",, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,"R4 terms and d = 4 supergravity","Moura F.",,"12th Marcel Grossmann Meeting on Recent Dev. in Theoretical and Experimental General Relativity, Astrophysics and Relativistic Field Theories - Proc. of the MG 2009 Meeting on General Relativity",, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,"Fundamental physics from black holes, neutron stars and gamma-ray bursts","Ruffini R.",,"12th Marcel Grossmann Meeting on Recent Dev. in Theoretical and Experimental General Relativity, Astrophysics and Relativistic Field Theories - Proc. of the MG 2009 Meeting on General Relativity",, ,0,0,0,0,0,0,0,0,0,2,0,1,1,0,0,0,0,4,0,4
2012,"The black hole stability problem for linear scalar perturbations","Dafermos M., Rodnianski I.",,"12th Marcel Grossmann Meeting on Recent Dev. in Theoretical and Experimental General Relativity, Astrophysics and Relativistic Field Theories - Proc. of the MG 2009 Meeting on General Relativity",, ,0,0,0,0,0,0,1,5,5,8,5,5,3,2,1,1,0,36,1,37
2012,"Killing tensors and conserved quantities of a relativistic particle in external fields","Igata T., Koike T., Ishihara H.",,"12th Marcel Grossmann Meeting on Recent Dev. in Theoretical and Experimental General Relativity, Astrophysics and Relativistic Field Theories - Proc. of the MG 2009 Meeting on General Relativity",, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,"Gravitational zero point energy induces physical observables","Garattini R.",,"12th Marcel Grossmann Meeting on Recent Dev. in Theoretical and Experimental General Relativity, Astrophysics and Relativistic Field Theories - Proc. of the MG 2009 Meeting on General Relativity",, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,"Higher oreder curvature gravity in finsler geometry","Mebarki N., Boudjada M.Y.",,"12th Marcel Grossmann Meeting on Recent Dev. in Theoretical and Experimental General Relativity, Astrophysics and Relativistic Field Theories - Proc. of the MG 2009 Meeting on General Relativity",, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,"Circular motion in reissner-nordström spacetime","Pugliese D., Queved H., Ruffini R.",,"12th Marcel Grossmann Meeting on Recent Dev. in Theoretical and Experimental General Relativity, Astrophysics and Relativistic Field Theories - Proc. of the MG 2009 Meeting on General Relativity",, ,0,0,0,0,0,2,0,1,0,1,0,2,2,1,0,0,1,10,0,10
2012,"Curvature and weyl collineations of spacetimes","Kashif A.R., Saifullah K.",,"12th Marcel Grossmann Meeting on Recent Dev. in Theoretical and Experimental General Relativity, Astrophysics and Relativistic Field Theories - Proc. of the MG 2009 Meeting on General Relativity",, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,"New ideas about multiplication of tensorial distributions","Skakala J.",,"12th Marcel Grossmann Meeting on Recent Dev. in Theoretical and Experimental General Relativity, Astrophysics and Relativistic Field Theories - Proc. of the MG 2009 Meeting on General Relativity",, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,"Hubble parameter in bulk viscous cosmology","Tawfik A., Mansour H., Wahba M.",,"12th Marcel Grossmann Meeting on Recent Dev. in Theoretical and Experimental General Relativity, Astrophysics and Relativistic Field Theories - Proc. of the MG 2009 Meeting on General Relativity",, ,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,2,0,2
2012,"Invariance of the tunneling method for dynamical black holes","Di Criscienzo R., Nadalini M., Vanzo L., Zerbini S., Haywardb S.",,"12th Marcel Grossmann Meeting on Recent Dev. in Theoretical and Experimental General Relativity, Astrophysics and Relativistic Field Theories - Proc. of the MG 2009 Meeting on General Relativity",, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,"Husain-kuchar model as a constrained bf theory","Montesinos M., Velazquez M.",,"12th Marcel Grossmann Meeting on Recent Dev. in Theoretical and Experimental General Relativity, Astrophysics and Relativistic Field Theories - Proc. of the MG 2009 Meeting on General Relativity",, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,"Dynamics of solutions of f(r) theory","MacNay L.",,"12th Marcel Grossmann Meeting on Recent Dev. in Theoretical and Experimental General Relativity, Astrophysics and Relativistic Field Theories - Proc. of the MG 2009 Meeting on General Relativity",, ,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1
2012,"Simulating weak lensing on CMB maps","Basak S., Prunet S., Benabed K.",,"12th Marcel Grossmann Meeting on Recent Dev. in Theoretical and Experimental General Relativity, Astrophysics and Relativistic Field Theories - Proc. of the MG 2009 Meeting on General Relativity",, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,"ADM canonical formulation with spin and application to post-newtonian approximations","Steinhoff J., Hergt S., Schafer G.",,"12th Marcel Grossmann Meeting on Recent Dev. in Theoretical and Experimental General Relativity, Astrophysics and Relativistic Field Theories - Proc. of the MG 2009 Meeting on General Relativity",, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
