2015,"Model-based approach to test hard polytomies in the Eulaemus clade of the most diverse South American lizard genus Liolaemus (Liolaemini, Squamata)","Olave M., Avila L.J., Sites J.W., Morando M.",00244082,"Zoological Journal of the Linnean Society",174, 1,0,0,0,0,0,0,0,0,0,2,2,4,4,2,2,2,4,22,1,23
2015,"Phylogenetic analysis of the tribe macropelopiini (chironomidae: Tanypodinae): Adjusting homoplasies","Siri A., Donato M.",00244082,"Zoological Journal of the Linnean Society",174, 1,0,0,0,0,0,0,0,0,0,0,2,2,4,0,5,1,4,18,2,20
2015,"Association of immature stages of some caddisfly species from northwestern Argentina with description of a new species of Helicopsyche (Trichoptera: Helicopsychidae)","Martin P.A.R., Miranda A.V.I.",11755326,"Zootaxa",3949, 2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2,0,2
2015,"Urticarial vasculitis induced by OTC diet pills: A case report","Cherrez Ojeda I., Loayza E., Greiding L., Calderon J.C., Cherrez A., Adum F.",19394551,"World Allergy Organization Journal",8, 1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,3,2,5
2015,"Reassessment of the hairy long-nosed armadillo ""Dasypus"" pilosus (Xenarthra, Dasypodidae) and revalidation of the genus Cryptophractus Fitzinger, 1856","Castro M.C., Ciancio M.R., Pacheco V., Salas-Gismondi R.M., Bostelmann J.E., Carlini A.A.",11755326,"Zootaxa",3947, 1,0,0,0,0,0,0,0,0,0,1,3,4,2,4,3,2,1,20,0,20
2015,"Molecular phylogenetic relationships of the lizard clade Liolaemus elongatus (Iguania: Liolaemini) with the description of a new species from an isolated volcanic peak in northern Patagonia","Avila L.J., Medina C.D., Perez C.H.F., Sites J.W., Morando M.",11755326,"Zootaxa",3947, 1,0,0,0,0,0,0,0,0,0,1,2,6,3,5,2,1,1,21,2,23
2015,"Bacillus subtilis subsp. subtilis CBMDC3f with antimicrobial activity against Gram-positive foodborne pathogenic bacteria: UV-MALDI-TOF MS analysis of its bioactive compounds","Torres M.J., Petroselli G., Daz M., Erra-Balsells R., Audisio M.C.",09593993,"World Journal of Microbiology and Biotechnology",31, 6,0,0,0,0,0,0,0,0,0,0,1,4,3,3,7,4,9,31,3,34
2015,"What does it take to flood the Pampas?: Lessons from a decade of strong hydrological fluctuations","Kuppel S., Houspanossian J., Nosetto M.D., Jobbagy E.G.",00431397,"Water Resources Research",51, 4,0,0,0,0,0,0,0,0,0,1,8,4,8,5,14,7,5,52,6,58
2015,"Tl2C2O4·H2C2O4: A new crystalline form of thallium(I) oxalate","Piro O.E., Echeverria G.A., Gonzalez-Baro A.C., Baran E.J.",09320776,"Zeitschrift fur Naturforschung - Section B Journal of Chemical Sciences",70, 4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1
2015,"Role of S-layer proteins in the biosorption capacity of lead by Lactobacillus kefir","Gerbino E., Carasi P., Araujo-Andrade C., Tymczyszyn E.E., Gomez-Zavaglia A.",09593993,"World Journal of Microbiology and Biotechnology",31, 4,0,0,0,0,0,0,0,0,0,1,2,6,2,6,2,3,4,26,2,28
2015,"Additional notes on biting midges from the subtropical forest of northeastern Argentina (Diptera: Ceratopogonidae)","Ayala M.M., Spinelli G.R., Funes A., Ronderos M.M.",11755326,"Zootaxa",3941, 1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,2
2015,"Description of a new species of Sparassocynus (Marsupialia: Didelphoidea: Sparassocynidae) from the late Miocene of Jujuy (Argentina) and taxonomic review of Sparassocynus heterotopicus from the Pliocene of Bolivia","Abello M.A., De Los Reyes M., Candela A.M., Pujos F., Voglino D., Quispe B.M.",11755326,"Zootaxa",3937, 1,0,0,0,0,0,0,0,0,0,0,0,3,0,2,2,2,2,11,3,14
2015,"A checklist of the helminth parasites of marine mammals from Argentina","Hernandez-Orts J.S., Paso Viola M.N., Garcia N.A., Crespo E.A., Gonzalez R., Garcia-Varela M., Kuchta R.",11755326,"Zootaxa",3936, 3,0,0,0,0,0,0,0,0,0,0,0,0,4,5,1,4,0,14,2,16
2015,"The Sarcophaginae (Diptera: Sarcophagidae) of Southern South America. I. The species of Microcerella Macquart from the Patagonian region","Mulieri P.R., Mariluis J.C., Patitucci L.D., Olea M.S.",11755326,"Zootaxa",3933, 1,0,0,0,0,0,0,0,0,0,0,0,1,4,0,1,2,1,9,1,10
2015,"Taxonomic revision of the American spider genus Arachosia (Araneae: Anyphaenidae)","Rubio G.D., Ramirez M.J.",11755326,"Zootaxa",3932, 1,0,0,0,0,0,0,0,0,0,1,2,0,1,1,0,3,0,8,1,9
2015,"[Rodent exploitation by patagonian hunter-gatherers societies since late holocene: From the archaeological evidence to the historical record, Explotación de roedores por las sociedades cazadoras-recolectoras de patagonia durante el holoceno tardío: de la evidencia arqueológica al registro histórico]","Andrade A., Boschin M.T.",05147336,"Zephyrus",75, ,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,1,0,5,2,7
2015,"Chalcones as analytical reagents of aluminum: Stability, thermodynamic and kinetic study","Munoz V.A., Kretek C.G., Montana M.P., Pappano N.B., Debattista N.B., Ferrari G.V.",09429352,"Zeitschrift fur Physikalische Chemie",229, 3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,"Shorebird seasonal abundance and habitat-use patterns in punta rasa, samborombón bay, Argentina","Martinez-Curci N.S., Isacch J.P., Azpiroz A.B.",15244695,"Waterbirds",38, 1,0,0,0,0,0,0,0,0,0,2,0,2,1,3,3,2,0,13,1,14
2015,"Variation in the size of eggs of kelp gulls (Larus dominicarius) at two colonies in patagonia, Argentina","Svagelj W.S., Lisnizer N., Borboroglu P.G., Yorio P.",15244695,"Waterbirds",38, 1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,4,0,4
2015,"Isolation and characterization of onion degrading bacteria from onion waste produced in South Buenos Aires province, Argentina","Rinland M.E., Gomez M.A.",09593993,"World Journal of Microbiology and Biotechnology",31, 3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,4,0,4
2015,"Climate change in Argentina: Trends, projections, impacts and adaptation","Barros V.R., Boninsegna J.A., Camilloni I.A., Chidiak M., Magrin G.O., Rusticucci M.",17577780,"Wiley Interdisciplinary Reviews: Climate Change",6, 2,0,0,0,0,0,0,0,0,0,0,9,12,16,25,32,46,38,178,30,208
2015,"Revision of Campsurus violaceus species group (Ephemeroptera: Polymitarcyidae) with new synonymies and nomina dubia in Campsurus Eaton, 1868","Molineri C., Salles F.F., Emmerich D.",11755326,"Zootaxa",3920, 1,0,0,0,0,0,0,0,0,0,0,1,2,0,2,1,0,2,8,1,9
2015,"Contribution to the knowledge of Patagonia, Argentina: Redescription of the genus Xenogenus Berg 1883 (Hemiptera: Heteroptera: Rhopalidae) and description of immature stages of Xenogenus gracilis Reed, 1899","Diez F., Del Carmen Coscaron M.",11755326,"Zootaxa",3919, 3,0,0,0,0,0,0,0,0,0,2,1,0,1,1,0,0,0,5,1,6
2015,"Description of the female terminalia of twenty species of Proconiini (Hemiptera: Cicadellidae) from Argentina","Dellape G.",11755326,"Zootaxa",3915, 4,0,0,0,0,0,0,0,0,0,0,1,3,1,0,0,0,0,5,1,6
2015,"New species and new records of the predaceous midge genus Parabezzia Malloch (Diptera: Ceratopogonidae) from Brazil","Felippe-Bauer M.L., Spinelli G.R.",11755326,"Zootaxa",3915, 3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
2015,"Acid Pretreatment of Two Phase Olive Mill Waste to Improve Bioavailable Sugars: Conditions Optimization Using Response Surface Methodology","Herrero M.L., Vallejo M.D., Sardella M.F., Deiana A.C.",18772641,"Waste and Biomass Valorization",6, 1,0,0,0,0,0,0,0,0,0,1,2,1,2,1,2,1,0,10,1,11
2015,"Experimental methods for estimation of plant fitness costs associated with herbicide-resistance genes","Vila-Aiub M.M., Gundel P.E., Preston C.",00431745,"Weed Science",63, ,0,0,0,0,0,0,0,0,0,2,3,14,8,15,6,11,5,64,2,66
2015,"Small Mammals Along SW-Atlantic Marshes: Diversity Correlates with Inland Habitats but Abundance Correlates with Marsh Characteristics","Canepuccia A.D., Pascual J., Biondi L.M., Iribarne O.O.",02775212,"Wetlands",35, 1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,1,4,1,5
2015,"Liver enzymes, metabolomics and genome-wide association studies: From systems biology to the personalized medicine","Sookoian S., Pirola C.J.",10079327,"World Journal of Gastroenterology",21, 3,0,0,0,0,0,0,0,0,0,1,12,13,8,11,18,30,42,135,39,174
2015,"Development of a design model for functionality and content access from rich internet application requirements","Duran J.E., Casalanguida H.",,"WEBIST 2015 - 11th International Conference on Web Information Systems and Technologies, Proceedings",, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,"Importance of reproductive biology of a harvest lizard, Tupinambis merianae, for the management of commercial harvesting","Naretto S., Cardozo G., Blengini C.S., Chiaraviglio M.",10353712,"Wildlife Research",42, 8,0,0,0,0,0,0,0,0,0,0,2,0,2,2,5,0,1,12,1,13
2015,"Regulation of the Norepinephrine Transporter by Endothelins: A potential therapeutic target","Vatta M.S., Bianciotti L.G., Guil M.J., Hope S.I.",00836729,"Vitamins and Hormones",98, ,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,1,4,0,4
2015,"Low cost abiraterone","Barreiro D.M., Castro F.",14282526,"Wspolczesna Onkologia",19, 5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,"Leaf beetles are ant-nest beetles: The curious life of the juvenile stages of case-bearers (Coleoptera, Chrysomelidae, Cryptocephalinae)","Agrain F.A., Buffington M.L., Chaboo C.S., Chamorro M.L., Scholler M.",13132989,"ZooKeys",2015, 547,0,0,0,0,0,0,0,0,0,0,0,2,1,0,2,2,3,10,2,12
2015,"Systematics and biology of xylocopa subgenus schonnherria (HYmenoptera, Apidae) in Argentina","Lucia M., Gonzalez V.H., Abrahamovich A.H.",13132989,"ZooKeys",2015, 543,0,0,0,0,0,0,0,0,0,0,1,2,1,1,3,0,2,10,3,13
2015,"A remarkable new genus and a new species of chewing louse (Phthiraptera, Ischnocera, Philopteridae) from Brazil","Valim M.P., Cicchino A.C.",13132989,"ZooKeys",2015, 541,0,0,0,0,0,0,0,0,0,0,1,1,0,2,0,0,1,5,0,5
2015,"Relevant genetic differentiation among brazilian populations of Anastrepha fraterculus (Diptera, tephritidae)","Manni M., Lima K.M., Guglielmino C.R., Lanzavecchia S.B., Juri M., Vera T., Cladera J., Scolari F., Gomulski L., Bonizzoni M., Gasperi G., Silva J.G., Malacrida A.R.",13132989,"ZooKeys",2015, 540,0,0,0,0,0,0,0,0,0,1,2,3,5,3,2,2,2,20,0,20
2015,"Sex chromosomes in mitotic and polytene tissues of Anastrepha fraterculus (Diptera, tephritidae) from Argentina: A review","Giardini M.C., Milla F.H., Lanzavecchia S., Nieves M., Cladera J.L.",13132989,"ZooKeys",2015, 540,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,6,1,7
2015,"Evaluating mating compatibility within fruit fly cryptic species complexes and the potential role of sex pheromones in pre-mating isolation","Laura Juarez M., Devescovi F., Brizova R., Bachmann G., Segura D.F., Kalinova B., Fernandez P., Josefina Ruiz M., Yang J., Teal P.E., Caceres C., Vreysen M.J., Hendrichs J., Teresa Vera M.",13132989,"ZooKeys",2015, 540,0,0,0,0,0,0,0,0,0,3,1,3,2,4,0,3,2,18,4,22
2015,"Editorial","De Meyer M., Clarke A.R., Teresa Vera M., Hendrichs J.",13132989,"ZooKeys",2015, 540,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,2,5
2015,"Resolving cryptic species complexes of major tephritid pests","Hendrichs J., Teresa Vera M., De Meye M., Clarke A.R.",13132989,"ZooKeys",2015, 540,0,0,0,0,0,0,0,0,0,0,2,7,10,5,10,6,7,47,9,56
2015,"A new species of jumping spider neonella gertsch, with notes on the genus and male identification key (Araneae, Salticidae)","Rubio G.D., Arganaraz C.I., Gleiser R.M.",13132989,"ZooKeys",2015, 532,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,3,0,3
2015,"User interface design for responsive web applications","Casalanguida H., Duran J.E.",,"WEBIST 2015 - 11th International Conference on Web Information Systems and Technologies, Proceedings",, ,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,0,2
2015,"Mycotoxin profile of Fusarium armeniacum isolated from natural grasses intended for cattle feed","Nichea M.J., Cendoya E., Zachetti V.G.L., Chiacchiera S.M., Sulyok M., Krska R., Torres A.M., Chulze S.N., Ramirez M.L.",18750710,"World Mycotoxin Journal",8, 4,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,5,2,10,4,14
2015,"Optimizing dredge-and-dump activities for river navigability using a hydro-morphodynamic model","Paarlberg A.J., Guerrero M., Huthoff F., Re M.",20734441,"Water (Switzerland)",7, 7,0,0,0,0,0,0,0,0,0,0,3,2,4,5,3,6,2,25,3,28
2015,"How many are there? Multiple-covariate distance sampling for monitoring pampas deer in Corrientes, Argentina","Zamboni T., Delgado A., Jimenez-Perez I., De Angelo C.",10353712,"Wildlife Research",42, 4,0,0,0,0,0,0,0,0,0,0,0,1,0,3,1,1,1,7,0,7
2015,"Role of systemic inflammation in cirrhosis: From pathogenesis to prognosis","Dirchwolf M., Ruf A.E.",19485182,"World Journal of Hepatology",7, 16,0,0,0,0,0,0,0,0,0,0,4,4,13,5,12,15,11,64,9,73
2015,"A new schendylid centipede (Myriapoda: Chilopoda: Geophilomorpha) from the Bolivian Amazon Forest","Pereira L.A.",11755326,"Zootaxa",3905, 1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2,0,2
2015,"A new species of Parapsectrocladius Cranston (Diptera: Chironomidae: Orthocladiinae) from Patagonia, Argentina","Donato M., Mauad M., Fuentes M.C.",11755326,"Zootaxa",3911, 4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
2015,"Biodiversity and distribution of lethaeine seed bugs (Heteroptera, rhyparochromidae, lethaeini) from Argentina","Dellape P.M., Melo M.C., O'Donnell J.E.",10215506,"Zoological Studies",54, ,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,4,0,4
2015,"Ultrastructure and tube formation in Ceriantharia (Cnidaria, Anthozoa)","Stampar S.N., Beneti J.S., Acuna F.H., Morandini A.C.",00445231,"Zoologischer Anzeiger",254, ,0,0,0,0,0,0,0,0,0,1,3,1,1,1,6,6,1,20,6,26
2015,"Pre-treatment prediction of response to peginterferon plus ribavirin in chronic hepatitis C genotype 3","Marciano S., Borzi S.M., Dirchwolf M., Ridruejo E., Mendizabal M., Bessone F., Sirotinsky M.E., Giunta D.H., Trinks J., Olivera P.A., Galdame O.A., Silva M.O., Fainboim H.A., Gadano A.C.",19485182,"World Journal of Hepatology",7, 4,0,0,0,0,0,0,0,0,0,1,0,0,2,1,0,1,0,5,0,5
2015,"Effect of water activity and temperature on growth of Aspergillus carbonarius and Aspergillus tubingensis and their interactions on ochratoxin a production","Chiotta M.L., Sosa D.M., Ponsone M.L., Chulze S.N.",18750710,"World Mycotoxin Journal",8, 1,0,0,0,0,0,0,0,0,0,2,4,2,1,1,2,2,0,14,0,14
2015,"Growth and gliotoxin production by feed-borne Aspergillus fumigatus sensu stricto strains under different interacting environmental conditions","Pena G.A., Monge M.P., Landa M.F., Dalcero A.M., Rosa C.A.R., Cavaglieri L.R.",18750710,"World Mycotoxin Journal",8, 1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,3,0,3
2015,"Reptiles of Chubut province, Argentina: Richness, diversity, conservation status and geographic distribution maps","Minoli I., Morando M., Avila L.J.",13132989,"ZooKeys",, 498,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,1,2,8,1,9
2015,"Free-living marine nematodes from San Julián bay (Santa Cruz, Argentina)","Pastor de Ward C., Lo Russo V., Villares G., Milano V., Miyashiro L., Mazzanti R.",13132989,"ZooKeys",489, ,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,2,0,5,0,5
2015,"Factors triggering cyanobacteria dominance and succession during blooms in a hypereutrophic drinking water supply reservoir","Fernandez C., Estrada V., Parodi E.R.",00496979,"Water, Air, and Soil Pollution",226, 3,0,0,0,0,0,0,0,0,0,1,3,2,1,4,4,2,5,22,6,28
2015,"A new species of Hyalella (Crustacea, Amphipoda, Dogielinotidae) from the Atlantic forest of Misiones, Argentina","Colla M.F., Cesar I.I.",13132989,"ZooKeys",, 481,0,0,0,0,0,0,0,0,0,0,1,2,1,2,2,1,1,10,0,10
2015,"Phylogeny and biogeography of asthenopodinae with a revision of Asthenopus, reinstatement of Asthenopodes, and the description of the new genera Hubbardipes and Priasthenopus (Ephemeroptera, Polymitarcyidae)","Molineri C., Salles F.F., Peters J.G.",13132989,"ZooKeys",, 478,0,0,0,0,0,0,0,0,0,2,0,1,2,2,3,1,3,14,0,14
2015,"Antiviral treatment for chronic hepatitis B in renal transplant patients","Ridruejo E.",19485182,"World Journal of Hepatology",7, 2,0,0,0,0,0,0,0,0,0,0,3,3,4,1,0,2,0,13,1,14
2015,"Guanaco abundance and monitoring in southern patagonia: Distance sampling reveals substantially greater numbers than previously reported","Travaini A., Zapata S.C., Bustamante J., Pedrana J., Zanon J.I., Rodriguez A.",10215506,"Zoological Studies",54, ,0,0,0,0,0,0,0,0,0,0,2,1,5,2,3,4,3,20,1,21
2015,"Selective foraging by non-native rainbow trout on invertebrates in patagonian streams in argentina","Di Prinzio C.Y., Omad G., Miserendino M.L., Casaux R.",10215506,"Zoological Studies",54, 1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,2,6,0,6
2015,"Differential effects of Cr(VI) on the Ultrastructure of Chloroplast and Plasma Membrane of Salvinia minima Growing in Summer and Winter. Relationships with Lipid Peroxidation, Electrolyte Leakage, Photosynthetic Pigments, and Carbohydrates","Prado C., Prado F.E., Pagano E., Rosa M.",00496979,"Water, Air, and Soil Pollution",226, 2,0,0,0,0,0,0,0,0,0,0,1,2,0,0,3,1,1,8,4,12
2015,"DNA barcoding supports identification of malacobdella species (Nemertea: Hoplonemertea)","Alfaya J.E.F., Bigatti G., Kajihara H., Strand M., Sundberg P., Machordom A.",10215506,"Zoological Studies",54, ,0,0,0,0,0,0,0,0,0,1,0,2,0,0,1,0,0,4,2,6
2015,"Cladistic reanalysis and historical biogeography of the genus Lycinus thorell, 1894 (Araneae: Mygalomorphae: Nemesiidae) with description of two new species from western Argentina","Ferretti N.",10215506,"Zoological Studies",54, ,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,4,1,5
2015,"Confronting farmers' perceptions of climatic vulnerability with observed relationships between yields and climate variability in Central Argentina","Hernandez V., Moron V., Riglos M.F.F., Muzi E.",19488327,"Weather, Climate, and Society",7, 1,0,0,0,0,0,0,0,0,0,1,3,2,1,1,3,1,1,13,0,13
2015,"A comparative analysis on cranial ontogeny of South American fur seals (Otariidae: Arctocephalus)","Tarnawski B.A., Flores D., Cassini G., Cappozzo H.L.",00244082,"Zoological Journal of the Linnean Society",173, 1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,1,0,8,1,9
2015,"Evolution of molar shape in didelphid marsupials (Marsupialia: Didelphidae): Analysis of the influence of ecological factors and phylogenetic legacy","Chemisquy M.A., Prevosti F.J., Martin G., Flores D.A.",00244082,"Zoological Journal of the Linnean Society",173, 1,0,0,0,0,0,0,0,0,0,0,2,4,4,4,1,2,2,19,10,29
2015,"A comparison of heterochromatic regions in three species of neotropical canids","Zurano J.P., Ojeda D.S., Bidau C.J., Molina W.F., Ledesma M.A., Martinez P.A.",00445231,"Zoologischer Anzeiger",254, ,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,3,1,4
2015,"Coastal landscape evolution and sea-level change: A case study from Central Patagonia (Argentina)","Pappalardo M., Aguirre M., Bini M., Consoloni I., Fucks E., Hellstrom J., Isola I., Ribolini A., Zanchetta G.",03728854,"Zeitschrift fur Geomorphologie",59, 2,0,0,0,0,0,0,0,0,1,0,0,3,1,4,1,3,0,13,0,13
2014,"A revision of the neotropical genus Austrohahnia Mello-Leitão (Araneae, Hahniidae)","Rubio G.D., Lo-Man-Hung N.F., Iuri H.A.",11755326,"Zootaxa",3894, 1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2,1,3
2014,"Redescription of Leptohyphes cornutus Allen, 1967 (Ephemeroptera: Leptohyphidae) and description of three related new species","Nascimento J.M.C., Molineri C., Salles F.F.",11755326,"Zootaxa",3893, 3,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,4,0,4
2014,"Characithecium (Monogenoidea: Dactylogyridae) parasitic on the Neotropical fish Oligosarcus jenynsii (Teleostei: Characidae) from the Pampasic region, Argentina, with the emendation of the genus","Rossin M.A., Timi J.T.",11755326,"Zootaxa",3893, 3,0,0,0,0,0,0,0,0,0,0,2,2,1,1,0,2,1,9,0,9
2014,"Description of two new cases of gynandromorphism in Paratrigona Schwarz and Augochlora Smith (Hymenoptera: Apidae and Halictidae)","Alvarez L.J., Lucia M., Ramello P.J., Abrahamovich A.H.",11755326,"Zootaxa",3889, 3,0,0,0,0,0,0,0,0,0,1,1,1,2,2,2,0,0,9,0,9
2014,"Noninvasive techniques provide novel insights for the elusive bush dog (Speothos venaticus)","Dematteo K.E., Rinas M.A., Arguelles C.F., Zurano J.P., Selleski N., Di Bitetti M.S., Eggert L.S.",00917648,"Wildlife Society Bulletin",38, 4,0,0,0,0,0,0,0,0,0,1,2,1,4,2,4,3,0,17,1,18
2014,"The impact of Eskoba®, a glyphosate formulation, on the freshwater plankton community","Reno U., Gutierrez M.F., Regaldo L., Gagneten A.M.",10614303,"Water Environment Research",86, 12,0,0,0,0,0,0,0,0,0,1,2,2,1,0,3,5,3,17,2,19
2014,"Oribatid mites from deep soils of Hòn Chông limestone hills, Vietnam: The family Lohmanniidae (Acari: Oribatida), with the descriptions of Bedoslohmannia anneae n. gen., n. sp., and Paulianacarus vietnamese n. sp","Fernandez N., Theron P., Rollard C., Castillo E.R.",12809551,"Zoosystema",36, 4,0,0,0,0,0,0,0,0,0,2,0,1,0,0,1,0,0,4,2,6
2014,"Novel use of trinexapac-ethyl to study weed seed germination","Huarte H.R., Carmona A.J.R., Zapiola M.L.",0890037X,"Weed Technology",28, 4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
2014,"Diet of nestling spectacled tyrants (Hymenops perspicillatus) in the Southeast Pampas Region, Argentina","Pretelli M.G., Cardoni D.A., Isacch J.P.",15594491,"Wilson Journal of Ornithology",126, 4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,3,0,3
2014,"Differences in bird assemblages between native natural habitats and small-scale tree plantations in the semiarid midwest of Argentina","Cid F.D., Caviedes-Vidal E.",15594491,"Wilson Journal of Ornithology",126, 4,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,6,1,7
2014,"A new species of the Scinax catharinae Group (Anura: Hylidae) from northeastern Brazil","Lourenҫo A.C.C., Luna M.C., Pombal J.P.",11755326,"Zootaxa",3889, 2,0,0,0,0,0,0,0,0,0,1,4,2,4,2,2,1,0,16,1,17
2014,"Modelling American Trypanosomiasis in an Endemic Zone: Application to the Initial Spread of Household Infection in the Argentine Chaco","Fabrizio M.C., Schweigmann N.J., Bartoloni N.J.",18631959,"Zoonoses and Public Health",61, 8,0,0,0,0,0,0,0,0,0,1,1,2,1,1,1,1,1,9,0,9
2014,"Effect of probiotic administration on the intestinal microbiota, current knowledge and potential applications","De LeBlanc A.M.D., LeBlanc J.G.",10079327,"World Journal of Gastroenterology",20, 44,0,0,0,0,0,0,0,0,0,7,12,13,7,9,5,10,6,69,7,76
2014,"Hepatitis C virus molecular evolution: Transmission, disease progression and antiviral therapy","Preciado M.V., Valva P., Escobar-Gutierrez A., Rahal P., Ruiz-Tovar K., Yamasaki L., Vazquez-Chacon C., Martinez-Guarneros A., Carpio-Pedroza J.C., Fonseca-Coronado S., Cruz-Rivera M.",10079327,"World Journal of Gastroenterology",20, 43,0,0,0,0,0,0,0,0,2,4,9,2,3,3,4,5,6,38,3,41
2014,"Involvement of PLA2, COX and LOX in Rhinella arenarum oocyte maturation","Ortiz M.E., Buhler M.I., Zelarayan L.I.",09671994,"Zygote",22, 4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2,0,2
2014,"Description of the final instar larva of Rhionaeschna vigintipunctata (Ris, 1918) (Odonata: Aeshnidae)","Rodriguez J.S., Molineri C.",11755326,"Zootaxa",3884, 3,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,3,0,3
2014,"A revision of the genus Ora Clark, 1865 (Coleoptera: Scirtidae) in Argentina (part I) - Descriptions of new species","Libonatti M.L.",11755326,"Zootaxa",3884, 1,0,0,0,0,0,0,0,0,0,1,2,1,2,1,0,1,1,9,0,9
2014,"Taxonomic revision of the Nippostrongylinae (Nematoda, Heligmonellidae) parasitic in Oriental Muridae. The genus Paraheligmonelloides Fukumoto, Kamiya &amp; Suzuki, 1980","Digiani M.C., Durette-Desset M.-C.",11755326,"Zootaxa",3884, 1,0,0,0,0,0,0,0,0,0,1,2,2,1,2,1,1,1,11,0,11
2014,"Description of the final instar larva of Limnetron antarcticum Förster and notes on its female (Anisoptera: Aeshnidae)","Palacio A.D., Muzon J.",11755326,"Zootaxa",3884, 1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2,0,2
2014,"The immatures of Culicoides lacustris Ronderos (Diptera: Ceratopogonidae)","Anjos-Santos D., Funes A., Spinelli G.R., Ronderos M.M.",11755326,"Zootaxa",3881, 6,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,1,3
2014,"Description of the second and third instars of Aspidytes wrasei Balke, Ribera &amp; Beutel, 2003, with comments on the identification of larvae of Aspidytes Ribera, Beutel, Balke &amp; Vogler, 2002 (Coleoptera: Aspidytidae), and phylogenetic considerations","Michat M.C., Alarie Y., Jia F., Xu S., Hajek J., Balke M.",11755326,"Zootaxa",3881, 4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1,0,4,2,6
2014,"A new ""Bat-Voiced"" species of Dendropsophus Fitzinger, 1843 (Anura, Hylidae) from the Amazon Basin, Brazil","Orrico V.G.D., Peloso P.L.V., Sturaro M.J., Da Silva-Filho H.F., Neckel-Oliveira S., Gordo M., Faivovich J., Haddad C.F.B.",11755326,"Zootaxa",3881, 4,0,0,0,0,0,0,0,0,0,3,4,5,0,1,3,4,1,21,1,22
2014,"Pseudoceros astrorum, a new species of Polycladida (Cotylea, Pseudocerotidae) from Northeastern Brazil","Bulnes V.N., Torres Y.",11755326,"Zootaxa",3881, 1,0,0,0,0,0,0,0,0,0,1,2,1,1,2,2,1,0,10,0,10
2014,"Threatened gastropods under the evolutionary genetic species concept: Redescription and new species of the genus Aylacostoma (Gastropoda: Thiaridae) from High Paraná River (Argentina-Paraguay)","Vogler R.E., Beltramino A.A., Peso J.G., Rumi A.",00244082,"Zoological Journal of the Linnean Society",172, 3,0,0,0,0,0,0,0,0,0,1,3,2,3,2,2,2,2,17,1,18
2014,"In vivo EDXRF scanning analysis of human nail","Figueroa R.G., Chavez I.R., Bonzi E.",00498246,"X-Ray Spectrometry",43, 6,0,0,0,0,0,0,0,0,0,1,2,1,0,1,2,0,1,8,1,9
2014,"Review of the genus Eotilla Schuster, 1949 (Hymenoptera: Bradynobaenidae: Typhoctinae: Eotillini) and description of new species from Argentina","Torrens J., Fidalgo P., Roig-Alsina A., Brothers D.J.",11755326,"Zootaxa",3878, 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
